Richard Ettinghausen	Ettinghausen, Richard	http://vocab.getty.edu/ulan/500317413	http://id.loc.gov/authorities/names/n79056000
M Andrés de Espinosa	Espinosa, Andrés de	http://vocab.getty.edu/ulan/500038815
De Espinosa	Espinosa, Andrés de	http://vocab.getty.edu/ulan/500038815
A. de Espinosa	Espinosa, Andrés de	http://vocab.getty.edu/ulan/500038815
M. de Espinosa	Espinosa, Andrés de	http://vocab.getty.edu/ulan/500038815
M de Espinosa	Espinosa, Andrés de	http://vocab.getty.edu/ulan/500038815
M. Andrés de Espinosa	Espinosa, Andrés de	http://vocab.getty.edu/ulan/500038815
A Espinosa	Espinosa, Andrés de	http://vocab.getty.edu/ulan/500038815
M. De Espinosa	Espinosa, Andrés de	http://vocab.getty.edu/ulan/500038815
M Espinosa	Espinosa, Andrés de	http://vocab.getty.edu/ulan/500038815
George W. Edwards	Edwards, George W.	http://vocab.getty.edu/ulan/500260187	http://id.loc.gov/authorities/names/no99010086
G W Edwards	Edwards, George W.	http://vocab.getty.edu/ulan/500260187	http://id.loc.gov/authorities/names/no99010086
M Edwards	Edwards, George W.	http://vocab.getty.edu/ulan/500260187	http://id.loc.gov/authorities/names/no99010086
M. George W. Edwards	Edwards, George W.	http://vocab.getty.edu/ulan/500260187	http://id.loc.gov/authorities/names/no99010086
G. W. Edwards	Edwards, George W.	http://vocab.getty.edu/ulan/500260187	http://id.loc.gov/authorities/names/no99010086
M. Edwards	Edwards, George W.	http://vocab.getty.edu/ulan/500260187	http://id.loc.gov/authorities/names/no99010086
M George W. Edwards	Edwards, George W.	http://vocab.getty.edu/ulan/500260187	http://id.loc.gov/authorities/names/no99010086
Edwards	Edwards, George W.	http://vocab.getty.edu/ulan/500260187	http://id.loc.gov/authorities/names/no99010086
Eumaros of Athens	Eumaros	http://vocab.getty.edu/ulan/500074223
Eumaros	Eumaros	http://vocab.getty.edu/ulan/500074223
M. Eumaros	Eumaros	http://vocab.getty.edu/ulan/500074223
M Eumaros	Eumaros	http://vocab.getty.edu/ulan/500074223
Nurrit Eisenstein	Eisenstein, Nurrit	http://vocab.getty.edu/ulan/500037237
N. Eisenstein	Eisenstein, Nurrit	http://vocab.getty.edu/ulan/500037237
N Eisenstein	Eisenstein, Nurrit	http://vocab.getty.edu/ulan/500037237
Mme. Eisenstein	Eisenstein, Nurrit	http://vocab.getty.edu/ulan/500037237
Mme Eisenstein	Eisenstein, Nurrit	http://vocab.getty.edu/ulan/500037237
Eisenstein	Eisenstein, Nurrit	http://vocab.getty.edu/ulan/500037237
Mme. Nurrit Eisenstein	Eisenstein, Nurrit	http://vocab.getty.edu/ulan/500037237
Mme Nurrit Eisenstein	Eisenstein, Nurrit	http://vocab.getty.edu/ulan/500037237
François Emile Ehrmann	Ehrmann, François Emile	http://vocab.getty.edu/ulan/500001332
M. Ehrmann	Ehrmann, François Emile	http://vocab.getty.edu/ulan/500001332
M Ehrmann	Ehrmann, François Emile	http://vocab.getty.edu/ulan/500001332
M. François Emile Ehrmann	Ehrmann, François Emile	http://vocab.getty.edu/ulan/500001332
F. E. Ehrmann	Ehrmann, François Emile	http://vocab.getty.edu/ulan/500001332
F E Ehrmann	Ehrmann, François Emile	http://vocab.getty.edu/ulan/500001332
M François Emile Ehrmann	Ehrmann, François Emile	http://vocab.getty.edu/ulan/500001332
Ehrmann	Ehrmann, François Emile	http://vocab.getty.edu/ulan/500001332
Ehrmann, Francois Emile	Ehrmann, François Emile	http://vocab.getty.edu/ulan/500001332
Francois Emile Ehrmann	Ehrmann, François Emile	http://vocab.getty.edu/ulan/500001332
Lawrence East	East, Lawrence	http://vocab.getty.edu/ulan/500072943
L. East	East, Lawrence	http://vocab.getty.edu/ulan/500072943
M. Lawrence East	East, Lawrence	http://vocab.getty.edu/ulan/500072943
L East	East, Lawrence	http://vocab.getty.edu/ulan/500072943
East	East, Lawrence	http://vocab.getty.edu/ulan/500072943
M Lawrence East	East, Lawrence	http://vocab.getty.edu/ulan/500072943
M. East	East, Lawrence	http://vocab.getty.edu/ulan/500072943
M East	East, Lawrence	http://vocab.getty.edu/ulan/500072943
José Espinós	Espinós, José	http://vocab.getty.edu/ulan/500123169
M Espinós	Espinós, José	http://vocab.getty.edu/ulan/500123169
M. Espinós	Espinós, José	http://vocab.getty.edu/ulan/500123169
J Espinós	Espinós, José	http://vocab.getty.edu/ulan/500123169
M. José Espinós	Espinós, José	http://vocab.getty.edu/ulan/500123169
J. Espinós	Espinós, José	http://vocab.getty.edu/ulan/500123169
Espinós	Espinós, José	http://vocab.getty.edu/ulan/500123169
M José Espinós	Espinós, José	http://vocab.getty.edu/ulan/500123169
Espinós, Ioseph	Espinós, José	http://vocab.getty.edu/ulan/500123169
Espinós, Josef	Espinós, José	http://vocab.getty.edu/ulan/500123169
De Scott Evans	Evans, De Scott	http://vocab.getty.edu/ulan/500124612	http://id.loc.gov/authorities/names/nr88011855
Evans	Evans, De Scott	http://vocab.getty.edu/ulan/500124612	http://id.loc.gov/authorities/names/nr88011855
M De Scott Evans	Evans, De Scott	http://vocab.getty.edu/ulan/500124612	http://id.loc.gov/authorities/names/nr88011855
M Evans	Evans, De Scott	http://vocab.getty.edu/ulan/500124612	http://id.loc.gov/authorities/names/nr88011855
D S Evans	Evans, De Scott	http://vocab.getty.edu/ulan/500124612	http://id.loc.gov/authorities/names/nr88011855
D. S. Evans	Evans, De Scott	http://vocab.getty.edu/ulan/500124612	http://id.loc.gov/authorities/names/nr88011855
M. Evans	Evans, De Scott	http://vocab.getty.edu/ulan/500124612	http://id.loc.gov/authorities/names/nr88011855
M. De Scott Evans	Evans, De Scott	http://vocab.getty.edu/ulan/500124612	http://id.loc.gov/authorities/names/nr88011855
Evans, David Scott	Evans, De Scott	http://vocab.getty.edu/ulan/500124612	http://id.loc.gov/authorities/names/nr88011855
S. S. David	Evans, De Scott	http://vocab.getty.edu/ulan/500124612	http://id.loc.gov/authorities/names/nr88011855
David, Stanley S.	Evans, De Scott	http://vocab.getty.edu/ulan/500124612	http://id.loc.gov/authorities/names/nr88011855
Stanley S. David	Evans, De Scott	http://vocab.getty.edu/ulan/500124612	http://id.loc.gov/authorities/names/nr88011855
Evans De Scott	Evans, De Scott	http://vocab.getty.edu/ulan/500124612	http://id.loc.gov/authorities/names/nr88011855
Thomas B. Harper Ellis	Ellis, Thomas B. Harper	http://vocab.getty.edu/ulan/500110058
Ellis	Ellis, Thomas B. Harper	http://vocab.getty.edu/ulan/500110058
T. B. H. Ellis	Ellis, Thomas B. Harper	http://vocab.getty.edu/ulan/500110058
T B H Ellis	Ellis, Thomas B. Harper	http://vocab.getty.edu/ulan/500110058
M Thomas B. Harper Ellis	Ellis, Thomas B. Harper	http://vocab.getty.edu/ulan/500110058
M Ellis	Ellis, Thomas B. Harper	http://vocab.getty.edu/ulan/500110058
M. Ellis	Ellis, Thomas B. Harper	http://vocab.getty.edu/ulan/500110058
M. Thomas B. Harper Ellis	Ellis, Thomas B. Harper	http://vocab.getty.edu/ulan/500110058
Ernesto de Estrada	Estrada, Ernesto de	http://vocab.getty.edu/ulan/500082268	http://id.loc.gov/authorities/names/n2008017004
E de Estrada	Estrada, Ernesto de	http://vocab.getty.edu/ulan/500082268	http://id.loc.gov/authorities/names/n2008017004
M. Ernesto de Estrada	Estrada, Ernesto de	http://vocab.getty.edu/ulan/500082268	http://id.loc.gov/authorities/names/n2008017004
De Estrada	Estrada, Ernesto de	http://vocab.getty.edu/ulan/500082268	http://id.loc.gov/authorities/names/n2008017004
M Estrada	Estrada, Ernesto de	http://vocab.getty.edu/ulan/500082268	http://id.loc.gov/authorities/names/n2008017004
M. De Estrada	Estrada, Ernesto de	http://vocab.getty.edu/ulan/500082268	http://id.loc.gov/authorities/names/n2008017004
E. De Estrada	Estrada, Ernesto de	http://vocab.getty.edu/ulan/500082268	http://id.loc.gov/authorities/names/n2008017004
E. de Estrada	Estrada, Ernesto de	http://vocab.getty.edu/ulan/500082268	http://id.loc.gov/authorities/names/n2008017004
M De Estrada	Estrada, Ernesto de	http://vocab.getty.edu/ulan/500082268	http://id.loc.gov/authorities/names/n2008017004
M. de Estrada	Estrada, Ernesto de	http://vocab.getty.edu/ulan/500082268	http://id.loc.gov/authorities/names/n2008017004
E De Estrada	Estrada, Ernesto de	http://vocab.getty.edu/ulan/500082268	http://id.loc.gov/authorities/names/n2008017004
Estrada	Estrada, Ernesto de	http://vocab.getty.edu/ulan/500082268	http://id.loc.gov/authorities/names/n2008017004
de Estrada	Estrada, Ernesto de	http://vocab.getty.edu/ulan/500082268	http://id.loc.gov/authorities/names/n2008017004
M. Estrada	Estrada, Ernesto de	http://vocab.getty.edu/ulan/500082268	http://id.loc.gov/authorities/names/n2008017004
M Ernesto de Estrada	Estrada, Ernesto de	http://vocab.getty.edu/ulan/500082268	http://id.loc.gov/authorities/names/n2008017004
E Estrada	Estrada, Ernesto de	http://vocab.getty.edu/ulan/500082268	http://id.loc.gov/authorities/names/n2008017004
E. Estrada	Estrada, Ernesto de	http://vocab.getty.edu/ulan/500082268	http://id.loc.gov/authorities/names/n2008017004
M de Estrada	Estrada, Ernesto de	http://vocab.getty.edu/ulan/500082268	http://id.loc.gov/authorities/names/n2008017004
M Eutychides	Eutychides	http://vocab.getty.edu/ulan/500317423
M. Eutychides	Eutychides	http://vocab.getty.edu/ulan/500317423
Eutychides	Eutychides	http://vocab.getty.edu/ulan/500317423
Harold Eberhard	Eberhard, Harold	http://vocab.getty.edu/ulan/500070728
M. Harold Eberhard	Eberhard, Harold	http://vocab.getty.edu/ulan/500070728
M. Eberhard	Eberhard, Harold	http://vocab.getty.edu/ulan/500070728
H. Eberhard	Eberhard, Harold	http://vocab.getty.edu/ulan/500070728
M Eberhard	Eberhard, Harold	http://vocab.getty.edu/ulan/500070728
M Harold Eberhard	Eberhard, Harold	http://vocab.getty.edu/ulan/500070728
Eberhard	Eberhard, Harold	http://vocab.getty.edu/ulan/500070728
H Eberhard	Eberhard, Harold	http://vocab.getty.edu/ulan/500070728
Glenn Edwards	Edwards, Glenn	http://vocab.getty.edu/ulan/500260197
G. Edwards	Edwards, Glenn	http://vocab.getty.edu/ulan/500260197
M Edwards	Edwards, Glenn	http://vocab.getty.edu/ulan/500260197
M. Glenn Edwards	Edwards, Glenn	http://vocab.getty.edu/ulan/500260197
M. Edwards	Edwards, Glenn	http://vocab.getty.edu/ulan/500260197
M Glenn Edwards	Edwards, Glenn	http://vocab.getty.edu/ulan/500260197
G Edwards	Edwards, Glenn	http://vocab.getty.edu/ulan/500260197
Edwards	Edwards, Glenn	http://vocab.getty.edu/ulan/500260197
Felix Esterl	Esterl, Felix	http://vocab.getty.edu/ulan/500344844	http://id.loc.gov/authorities/names/no2009073877
F Esterl	Esterl, Felix	http://vocab.getty.edu/ulan/500344844	http://id.loc.gov/authorities/names/no2009073877
M Esterl	Esterl, Felix	http://vocab.getty.edu/ulan/500344844	http://id.loc.gov/authorities/names/no2009073877
Esterl	Esterl, Felix	http://vocab.getty.edu/ulan/500344844	http://id.loc.gov/authorities/names/no2009073877
F. Esterl	Esterl, Felix	http://vocab.getty.edu/ulan/500344844	http://id.loc.gov/authorities/names/no2009073877
M. Esterl	Esterl, Felix	http://vocab.getty.edu/ulan/500344844	http://id.loc.gov/authorities/names/no2009073877
M. Felix Esterl	Esterl, Felix	http://vocab.getty.edu/ulan/500344844	http://id.loc.gov/authorities/names/no2009073877
M Felix Esterl	Esterl, Felix	http://vocab.getty.edu/ulan/500344844	http://id.loc.gov/authorities/names/no2009073877
Emily Eyres	Eyres, Emily	http://vocab.getty.edu/ulan/500111955
Eyres	Eyres, Emily	http://vocab.getty.edu/ulan/500111955
E. Eyres	Eyres, Emily	http://vocab.getty.edu/ulan/500111955
Mme. Eyres	Eyres, Emily	http://vocab.getty.edu/ulan/500111955
Mme Emily Eyres	Eyres, Emily	http://vocab.getty.edu/ulan/500111955
Mme Eyres	Eyres, Emily	http://vocab.getty.edu/ulan/500111955
E Eyres	Eyres, Emily	http://vocab.getty.edu/ulan/500111955
Mme. Emily Eyres	Eyres, Emily	http://vocab.getty.edu/ulan/500111955
Master Enrique	Enrique, Master	http://vocab.getty.edu/ulan/500037248
M. Master Enrique	Enrique, Master	http://vocab.getty.edu/ulan/500037248
M. Enrique	Enrique, Master	http://vocab.getty.edu/ulan/500037248
M Master Enrique	Enrique, Master	http://vocab.getty.edu/ulan/500037248
M Enrique	Enrique, Master	http://vocab.getty.edu/ulan/500037248
Enrique	Enrique, Master	http://vocab.getty.edu/ulan/500037248
Henrique, Master	Enrique, Master	http://vocab.getty.edu/ulan/500037248
Master Henry	Enrique, Master	http://vocab.getty.edu/ulan/500037248
Tim Eitel	Eitel, Tim	http://vocab.getty.edu/ulan/500122847	http://id.loc.gov/authorities/names/no2005067152
M. Tim Eitel	Eitel, Tim	http://vocab.getty.edu/ulan/500122847	http://id.loc.gov/authorities/names/no2005067152
T Eitel	Eitel, Tim	http://vocab.getty.edu/ulan/500122847	http://id.loc.gov/authorities/names/no2005067152
M Tim Eitel	Eitel, Tim	http://vocab.getty.edu/ulan/500122847	http://id.loc.gov/authorities/names/no2005067152
M. Eitel	Eitel, Tim	http://vocab.getty.edu/ulan/500122847	http://id.loc.gov/authorities/names/no2005067152
Eitel	Eitel, Tim	http://vocab.getty.edu/ulan/500122847	http://id.loc.gov/authorities/names/no2005067152
T. Eitel	Eitel, Tim	http://vocab.getty.edu/ulan/500122847	http://id.loc.gov/authorities/names/no2005067152
M Eitel	Eitel, Tim	http://vocab.getty.edu/ulan/500122847	http://id.loc.gov/authorities/names/no2005067152
Reynald Eugène	Eugène, Reynald	http://vocab.getty.edu/ulan/500225558
M. Eugène	Eugène, Reynald	http://vocab.getty.edu/ulan/500225558
M. Reynald Eugène	Eugène, Reynald	http://vocab.getty.edu/ulan/500225558
M Eugène	Eugène, Reynald	http://vocab.getty.edu/ulan/500225558
Eugène	Eugène, Reynald	http://vocab.getty.edu/ulan/500225558
M Reynald Eugène	Eugène, Reynald	http://vocab.getty.edu/ulan/500225558
R Eugène	Eugène, Reynald	http://vocab.getty.edu/ulan/500225558
R. Eugène	Eugène, Reynald	http://vocab.getty.edu/ulan/500225558
Herbert Egl	Egl, Herbert	http://vocab.getty.edu/ulan/500082262	http://id.loc.gov/authorities/names/n84052362
H Egl	Egl, Herbert	http://vocab.getty.edu/ulan/500082262	http://id.loc.gov/authorities/names/n84052362
M Herbert Egl	Egl, Herbert	http://vocab.getty.edu/ulan/500082262	http://id.loc.gov/authorities/names/n84052362
M. Egl	Egl, Herbert	http://vocab.getty.edu/ulan/500082262	http://id.loc.gov/authorities/names/n84052362
M. Herbert Egl	Egl, Herbert	http://vocab.getty.edu/ulan/500082262	http://id.loc.gov/authorities/names/n84052362
M Egl	Egl, Herbert	http://vocab.getty.edu/ulan/500082262	http://id.loc.gov/authorities/names/n84052362
Egl	Egl, Herbert	http://vocab.getty.edu/ulan/500082262	http://id.loc.gov/authorities/names/n84052362
H. Egl	Egl, Herbert	http://vocab.getty.edu/ulan/500082262	http://id.loc.gov/authorities/names/n84052362
Gardar Eide Einarsson	Einarsson, Gardar Eide	http://vocab.getty.edu/ulan/500129193	http://id.loc.gov/authorities/names/no2008136112
M. Gardar Eide Einarsson	Einarsson, Gardar Eide	http://vocab.getty.edu/ulan/500129193	http://id.loc.gov/authorities/names/no2008136112
M Einarsson	Einarsson, Gardar Eide	http://vocab.getty.edu/ulan/500129193	http://id.loc.gov/authorities/names/no2008136112
Einarsson	Einarsson, Gardar Eide	http://vocab.getty.edu/ulan/500129193	http://id.loc.gov/authorities/names/no2008136112
G. E. Einarsson	Einarsson, Gardar Eide	http://vocab.getty.edu/ulan/500129193	http://id.loc.gov/authorities/names/no2008136112
M Gardar Eide Einarsson	Einarsson, Gardar Eide	http://vocab.getty.edu/ulan/500129193	http://id.loc.gov/authorities/names/no2008136112
M. Einarsson	Einarsson, Gardar Eide	http://vocab.getty.edu/ulan/500129193	http://id.loc.gov/authorities/names/no2008136112
G E Einarsson	Einarsson, Gardar Eide	http://vocab.getty.edu/ulan/500129193	http://id.loc.gov/authorities/names/no2008136112
Mario Egidi	Egidi, Mario	http://vocab.getty.edu/ulan/500245040
M. Egidi	Egidi, Mario	http://vocab.getty.edu/ulan/500245040
M Mario Egidi	Egidi, Mario	http://vocab.getty.edu/ulan/500245040
M. Mario Egidi	Egidi, Mario	http://vocab.getty.edu/ulan/500245040
M Egidi	Egidi, Mario	http://vocab.getty.edu/ulan/500245040
Egidi	Egidi, Mario	http://vocab.getty.edu/ulan/500245040
Johann Melchior Eggmann	Eggmann, Johann Melchior	http://vocab.getty.edu/ulan/500067999
M Johann Melchior Eggmann	Eggmann, Johann Melchior	http://vocab.getty.edu/ulan/500067999
M. Eggmann	Eggmann, Johann Melchior	http://vocab.getty.edu/ulan/500067999
Eggmann	Eggmann, Johann Melchior	http://vocab.getty.edu/ulan/500067999
M Eggmann	Eggmann, Johann Melchior	http://vocab.getty.edu/ulan/500067999
M. Johann Melchior Eggmann	Eggmann, Johann Melchior	http://vocab.getty.edu/ulan/500067999
J. M. Eggmann	Eggmann, Johann Melchior	http://vocab.getty.edu/ulan/500067999
J M Eggmann	Eggmann, Johann Melchior	http://vocab.getty.edu/ulan/500067999
Elizabeth Egbert	Egbert, Elizabeth	http://vocab.getty.edu/ulan/500332542
E. Egbert	Egbert, Elizabeth	http://vocab.getty.edu/ulan/500332542
Mme Elizabeth Egbert	Egbert, Elizabeth	http://vocab.getty.edu/ulan/500332542
Egbert	Egbert, Elizabeth	http://vocab.getty.edu/ulan/500332542
Mme Egbert	Egbert, Elizabeth	http://vocab.getty.edu/ulan/500332542
Mme. Elizabeth Egbert	Egbert, Elizabeth	http://vocab.getty.edu/ulan/500332542
E Egbert	Egbert, Elizabeth	http://vocab.getty.edu/ulan/500332542
Mme. Egbert	Egbert, Elizabeth	http://vocab.getty.edu/ulan/500332542
Egbert, Elizabeth Frances	Egbert, Elizabeth	http://vocab.getty.edu/ulan/500332542
Albertus Eufrenius	Eufrenius, Albertus	http://vocab.getty.edu/ulan/500354135	http://id.loc.gov/authorities/names/n88244800
Eufrenius	Eufrenius, Albertus	http://vocab.getty.edu/ulan/500354135	http://id.loc.gov/authorities/names/n88244800
A. Eufrenius	Eufrenius, Albertus	http://vocab.getty.edu/ulan/500354135	http://id.loc.gov/authorities/names/n88244800
M Albertus Eufrenius	Eufrenius, Albertus	http://vocab.getty.edu/ulan/500354135	http://id.loc.gov/authorities/names/n88244800
M Eufrenius	Eufrenius, Albertus	http://vocab.getty.edu/ulan/500354135	http://id.loc.gov/authorities/names/n88244800
A Eufrenius	Eufrenius, Albertus	http://vocab.getty.edu/ulan/500354135	http://id.loc.gov/authorities/names/n88244800
M. Albertus Eufrenius	Eufrenius, Albertus	http://vocab.getty.edu/ulan/500354135	http://id.loc.gov/authorities/names/n88244800
M. Eufrenius	Eufrenius, Albertus	http://vocab.getty.edu/ulan/500354135	http://id.loc.gov/authorities/names/n88244800
Goedaert, Albert Jorisz	Eufrenius, Albertus	http://vocab.getty.edu/ulan/500354135	http://id.loc.gov/authorities/names/n88244800
Goedhart, Albert Joriszoon	Eufrenius, Albertus	http://vocab.getty.edu/ulan/500354135	http://id.loc.gov/authorities/names/n88244800
Georgiades, Albertus Eufrenius	Eufrenius, Albertus	http://vocab.getty.edu/ulan/500354135	http://id.loc.gov/authorities/names/n88244800
Eugeniusz Eibisch	Eibisch, Eugeniusz	http://vocab.getty.edu/ulan/500001313	http://id.loc.gov/authorities/names/nr2005016617
M. Eugeniusz Eibisch	Eibisch, Eugeniusz	http://vocab.getty.edu/ulan/500001313	http://id.loc.gov/authorities/names/nr2005016617
M. Eibisch	Eibisch, Eugeniusz	http://vocab.getty.edu/ulan/500001313	http://id.loc.gov/authorities/names/nr2005016617
M Eugeniusz Eibisch	Eibisch, Eugeniusz	http://vocab.getty.edu/ulan/500001313	http://id.loc.gov/authorities/names/nr2005016617
E Eibisch	Eibisch, Eugeniusz	http://vocab.getty.edu/ulan/500001313	http://id.loc.gov/authorities/names/nr2005016617
Eibisch	Eibisch, Eugeniusz	http://vocab.getty.edu/ulan/500001313	http://id.loc.gov/authorities/names/nr2005016617
M Eibisch	Eibisch, Eugeniusz	http://vocab.getty.edu/ulan/500001313	http://id.loc.gov/authorities/names/nr2005016617
E. Eibisch	Eibisch, Eugeniusz	http://vocab.getty.edu/ulan/500001313	http://id.loc.gov/authorities/names/nr2005016617
Eibisch, Eugene	Eibisch, Eugeniusz	http://vocab.getty.edu/ulan/500001313	http://id.loc.gov/authorities/names/nr2005016617
John Edmond	Edmond, John	http://vocab.getty.edu/ulan/500260166
M. Edmond	Edmond, John	http://vocab.getty.edu/ulan/500260166
J. Edmond	Edmond, John	http://vocab.getty.edu/ulan/500260166
M. John Edmond	Edmond, John	http://vocab.getty.edu/ulan/500260166
