M Ifrns (unidentified)	Ifrns (unidentified)	http://vocab.getty.edu/ulan/500295901
M. Ifrns (unidentified)	Ifrns (unidentified)	http://vocab.getty.edu/ulan/500295901
Ifrns (unidentified)	Ifrns (unidentified)	http://vocab.getty.edu/ulan/500295901
Flavia Irvine	Irvine, Flavia	http://vocab.getty.edu/ulan/500098538
Shunji Iwai	Iwai, Shunji	http://vocab.getty.edu/ulan/500331659
Iwai	Iwai, Shunji	http://vocab.getty.edu/ulan/500331659
M Iwai	Iwai, Shunji	http://vocab.getty.edu/ulan/500331659
M Shunji Iwai	Iwai, Shunji	http://vocab.getty.edu/ulan/500331659
M. Iwai	Iwai, Shunji	http://vocab.getty.edu/ulan/500331659
S. Iwai	Iwai, Shunji	http://vocab.getty.edu/ulan/500331659
M. Shunji Iwai	Iwai, Shunji	http://vocab.getty.edu/ulan/500331659
S Iwai	Iwai, Shunji	http://vocab.getty.edu/ulan/500331659
Iwai Shunji	Iwai, Shunji	http://vocab.getty.edu/ulan/500331659
Kei'ichi Irie	Irie, Kei' ichi	http://vocab.getty.edu/ulan/500085254
M. Kei'ichi Irie	Irie, Kei' ichi	http://vocab.getty.edu/ulan/500085254
M. Irie	Irie, Kei' ichi	http://vocab.getty.edu/ulan/500085254
K. Irie	Irie, Kei' ichi	http://vocab.getty.edu/ulan/500085254
M Kei'ichi Irie	Irie, Kei' ichi	http://vocab.getty.edu/ulan/500085254
M Irie	Irie, Kei' ichi	http://vocab.getty.edu/ulan/500085254
K Irie	Irie, Kei' ichi	http://vocab.getty.edu/ulan/500085254
Irie	Irie, Kei' ichi	http://vocab.getty.edu/ulan/500085254
Pedro Iglesias	Iglesias, Pedro	http://vocab.getty.edu/ulan/500111935
P. Iglesias	Iglesias, Pedro	http://vocab.getty.edu/ulan/500111935
M. Pedro Iglesias	Iglesias, Pedro	http://vocab.getty.edu/ulan/500111935
P Iglesias	Iglesias, Pedro	http://vocab.getty.edu/ulan/500111935
M Iglesias	Iglesias, Pedro	http://vocab.getty.edu/ulan/500111935
M. Iglesias	Iglesias, Pedro	http://vocab.getty.edu/ulan/500111935
Iglesias	Iglesias, Pedro	http://vocab.getty.edu/ulan/500111935
M Pedro Iglesias	Iglesias, Pedro	http://vocab.getty.edu/ulan/500111935
Julían Ibáñez de Aldecoa	Ibáñez de Aldecoa, Julián	http://vocab.getty.edu/ulan/500037266
Julián Ibáñez de Aldecoa	Ibáñez de Aldecoa, Julián	http://vocab.getty.edu/ulan/500037266
J. Ibáñez de Aldecoa	Ibáñez de Aldecoa, Julián	http://vocab.getty.edu/ulan/500037266
M Julián Ibáñez de Aldecoa	Ibáñez de Aldecoa, Julián	http://vocab.getty.edu/ulan/500037266
M Ibáñez de Aldecoa	Ibáñez de Aldecoa, Julián	http://vocab.getty.edu/ulan/500037266
M. Julián Ibáñez de Aldecoa	Ibáñez de Aldecoa, Julián	http://vocab.getty.edu/ulan/500037266
J Ibáñez de Aldecoa	Ibáñez de Aldecoa, Julián	http://vocab.getty.edu/ulan/500037266
M. Ibáñez de Aldecoa	Ibáñez de Aldecoa, Julián	http://vocab.getty.edu/ulan/500037266
Ibáñez de Aldecoa	Ibáñez de Aldecoa, Julián	http://vocab.getty.edu/ulan/500037266
Arano, Julián Ibáñez de Aldecoa	Ibáñez de Aldecoa, Julián	http://vocab.getty.edu/ulan/500037266
Ibáñez de Aldecoa y Arano, Julián	Ibáñez de Aldecoa, Julián	http://vocab.getty.edu/ulan/500037266
Alessio Issupoff	Issupoff, Alessio	http://vocab.getty.edu/ulan/500078087
Issupoff	Issupoff, Alessio	http://vocab.getty.edu/ulan/500078087
A Issupoff	Issupoff, Alessio	http://vocab.getty.edu/ulan/500078087
M. Alessio Issupoff	Issupoff, Alessio	http://vocab.getty.edu/ulan/500078087
M. Issupoff	Issupoff, Alessio	http://vocab.getty.edu/ulan/500078087
M Issupoff	Issupoff, Alessio	http://vocab.getty.edu/ulan/500078087
A. Issupoff	Issupoff, Alessio	http://vocab.getty.edu/ulan/500078087
M Alessio Issupoff	Issupoff, Alessio	http://vocab.getty.edu/ulan/500078087
Jussupoff, Aleksander	Issupoff, Alessio	http://vocab.getty.edu/ulan/500078087
Isupov, Aleksej Vladimirovič	Issupoff, Alessio	http://vocab.getty.edu/ulan/500078087
Isupov, Aleksei Vladimirovich	Issupoff, Alessio	http://vocab.getty.edu/ulan/500078087
Aleksander Jussupoff	Issupoff, Alessio	http://vocab.getty.edu/ulan/500078087
Aleksei Vladimirovich Isupov	Issupoff, Alessio	http://vocab.getty.edu/ulan/500078087
Isupov, Alessio	Issupoff, Alessio	http://vocab.getty.edu/ulan/500078087
Issupoff, Aleksei Vladimirovich	Issupoff, Alessio	http://vocab.getty.edu/ulan/500078087
Yusupov, Alessio	Issupoff, Alessio	http://vocab.getty.edu/ulan/500078087
Alessio Yusupov	Issupoff, Alessio	http://vocab.getty.edu/ulan/500078087
Alton Isings	Isings, Alton	http://vocab.getty.edu/ulan/500226438
M. Isings	Isings, Alton	http://vocab.getty.edu/ulan/500226438
Isings	Isings, Alton	http://vocab.getty.edu/ulan/500226438
M Isings	Isings, Alton	http://vocab.getty.edu/ulan/500226438
M Alton Isings	Isings, Alton	http://vocab.getty.edu/ulan/500226438
A. Isings	Isings, Alton	http://vocab.getty.edu/ulan/500226438
A Isings	Isings, Alton	http://vocab.getty.edu/ulan/500226438
M. Alton Isings	Isings, Alton	http://vocab.getty.edu/ulan/500226438
Ceresola, Andrea	Il Vannone	http://vocab.getty.edu/ulan/500007977
M Il Vannone	Il Vannone	http://vocab.getty.edu/ulan/500007977
M. Il Vannone	Il Vannone	http://vocab.getty.edu/ulan/500007977
Il Vannone	Il Vannone	http://vocab.getty.edu/ulan/500007977
Andrea Ceresola	Il Vannone	http://vocab.getty.edu/ulan/500007977
Vannone, Andrea	Il Vannone	http://vocab.getty.edu/ulan/500007977
Vannone	Il Vannone	http://vocab.getty.edu/ulan/500007977
Andrea Vannone	Il Vannone	http://vocab.getty.edu/ulan/500007977
Noriyuki Ishijima	Ishijima, Noriyuki	http://vocab.getty.edu/ulan/500122820
M. Noriyuki Ishijima	Ishijima, Noriyuki	http://vocab.getty.edu/ulan/500122820
N Ishijima	Ishijima, Noriyuki	http://vocab.getty.edu/ulan/500122820
Ishijima	Ishijima, Noriyuki	http://vocab.getty.edu/ulan/500122820
M. Ishijima	Ishijima, Noriyuki	http://vocab.getty.edu/ulan/500122820
N. Ishijima	Ishijima, Noriyuki	http://vocab.getty.edu/ulan/500122820
M Noriyuki Ishijima	Ishijima, Noriyuki	http://vocab.getty.edu/ulan/500122820
M Ishijima	Ishijima, Noriyuki	http://vocab.getty.edu/ulan/500122820
Yves Isserman	Isserman, Yves	http://vocab.getty.edu/ulan/500075331
M. Yves Isserman	Isserman, Yves	http://vocab.getty.edu/ulan/500075331
Isserman	Isserman, Yves	http://vocab.getty.edu/ulan/500075331
M Yves Isserman	Isserman, Yves	http://vocab.getty.edu/ulan/500075331
M Isserman	Isserman, Yves	http://vocab.getty.edu/ulan/500075331
Y. Isserman	Isserman, Yves	http://vocab.getty.edu/ulan/500075331
M. Isserman	Isserman, Yves	http://vocab.getty.edu/ulan/500075331
Y Isserman	Isserman, Yves	http://vocab.getty.edu/ulan/500075331
Louis Icart	Icart, Louis	http://vocab.getty.edu/ulan/500105328
L. Icart	Icart, Louis	http://vocab.getty.edu/ulan/500105328
M Icart	Icart, Louis	http://vocab.getty.edu/ulan/500105328
Icart	Icart, Louis	http://vocab.getty.edu/ulan/500105328
M. Louis Icart	Icart, Louis	http://vocab.getty.edu/ulan/500105328
M. Icart	Icart, Louis	http://vocab.getty.edu/ulan/500105328
M Louis Icart	Icart, Louis	http://vocab.getty.edu/ulan/500105328
L Icart	Icart, Louis	http://vocab.getty.edu/ulan/500105328
Giancarlo Iliprandi	Iliprandi, Giancarlo	http://vocab.getty.edu/ulan/500066837	http://id.loc.gov/authorities/names/n78084115
G Iliprandi	Iliprandi, Giancarlo	http://vocab.getty.edu/ulan/500066837	http://id.loc.gov/authorities/names/n78084115
M. Giancarlo Iliprandi	Iliprandi, Giancarlo	http://vocab.getty.edu/ulan/500066837	http://id.loc.gov/authorities/names/n78084115
M Iliprandi	Iliprandi, Giancarlo	http://vocab.getty.edu/ulan/500066837	http://id.loc.gov/authorities/names/n78084115
M Giancarlo Iliprandi	Iliprandi, Giancarlo	http://vocab.getty.edu/ulan/500066837	http://id.loc.gov/authorities/names/n78084115
Iliprandi	Iliprandi, Giancarlo	http://vocab.getty.edu/ulan/500066837	http://id.loc.gov/authorities/names/n78084115
G. Iliprandi	Iliprandi, Giancarlo	http://vocab.getty.edu/ulan/500066837	http://id.loc.gov/authorities/names/n78084115
M. Iliprandi	Iliprandi, Giancarlo	http://vocab.getty.edu/ulan/500066837	http://id.loc.gov/authorities/names/n78084115
Kiyomi Iwata	Iwata, Kiyomi	http://vocab.getty.edu/ulan/500336706
K Iwata	Iwata, Kiyomi	http://vocab.getty.edu/ulan/500336706
Mme Kiyomi Iwata	Iwata, Kiyomi	http://vocab.getty.edu/ulan/500336706
Mme. Iwata	Iwata, Kiyomi	http://vocab.getty.edu/ulan/500336706
Mme. Kiyomi Iwata	Iwata, Kiyomi	http://vocab.getty.edu/ulan/500336706
Mme Iwata	Iwata, Kiyomi	http://vocab.getty.edu/ulan/500336706
K. Iwata	Iwata, Kiyomi	http://vocab.getty.edu/ulan/500336706
Iwata	Iwata, Kiyomi	http://vocab.getty.edu/ulan/500336706
Sergey Ivanov	Ivanov, Sergey	http://vocab.getty.edu/ulan/500055592	http://id.loc.gov/authorities/names/no93017150
M Ivanov	Ivanov, Sergey	http://vocab.getty.edu/ulan/500055592	http://id.loc.gov/authorities/names/no93017150
M Sergey Ivanov	Ivanov, Sergey	http://vocab.getty.edu/ulan/500055592	http://id.loc.gov/authorities/names/no93017150
M. Sergey Ivanov	Ivanov, Sergey	http://vocab.getty.edu/ulan/500055592	http://id.loc.gov/authorities/names/no93017150
S. Ivanov	Ivanov, Sergey	http://vocab.getty.edu/ulan/500055592	http://id.loc.gov/authorities/names/no93017150
Ivanov	Ivanov, Sergey	http://vocab.getty.edu/ulan/500055592	http://id.loc.gov/authorities/names/no93017150
M. Ivanov	Ivanov, Sergey	http://vocab.getty.edu/ulan/500055592	http://id.loc.gov/authorities/names/no93017150
S Ivanov	Ivanov, Sergey	http://vocab.getty.edu/ulan/500055592	http://id.loc.gov/authorities/names/no93017150
Ivanov, Sergey Vasil'yevich	Ivanov, Sergey	http://vocab.getty.edu/ulan/500055592	http://id.loc.gov/authorities/names/no93017150
Ivanov, Sergej Vasil'evič	Ivanov, Sergey	http://vocab.getty.edu/ulan/500055592	http://id.loc.gov/authorities/names/no93017150
Ivanov, Sergei Vasil'evich	Ivanov, Sergey	http://vocab.getty.edu/ulan/500055592	http://id.loc.gov/authorities/names/no93017150
Ivanov, Sergej Vasil'evic	Ivanov, Sergey	http://vocab.getty.edu/ulan/500055592	http://id.loc.gov/authorities/names/no93017150
Ivanov, Sergej Vassiljevic	Ivanov, Sergey	http://vocab.getty.edu/ulan/500055592	http://id.loc.gov/authorities/names/no93017150
Ivanoff, Sergeï Vassiliévitch	Ivanov, Sergey	http://vocab.getty.edu/ulan/500055592	http://id.loc.gov/authorities/names/no93017150
Ivanoff, S. V.	Ivanov, Sergey	http://vocab.getty.edu/ulan/500055592	http://id.loc.gov/authorities/names/no93017150
Ivanov, Sergei Vasilevich	Ivanov, Sergey	http://vocab.getty.edu/ulan/500055592	http://id.loc.gov/authorities/names/no93017150
Sergei Vasilevich Ivanov	Ivanov, Sergey	http://vocab.getty.edu/ulan/500055592	http://id.loc.gov/authorities/names/no93017150
Ivanov, Sergeĭ Vasilʹevich	Ivanov, Sergey	http://vocab.getty.edu/ulan/500055592	http://id.loc.gov/authorities/names/no93017150
Carlos M. Iglesias Sanz	Iglesias Sanz, Carlos M.	http://vocab.getty.edu/ulan/500222245
Iglesias Sanz	Iglesias Sanz, Carlos M.	http://vocab.getty.edu/ulan/500222245
M. Iglesias Sanz	Iglesias Sanz, Carlos M.	http://vocab.getty.edu/ulan/500222245
C. M. Iglesias Sanz	Iglesias Sanz, Carlos M.	http://vocab.getty.edu/ulan/500222245
M. Carlos M. Iglesias Sanz	Iglesias Sanz, Carlos M.	http://vocab.getty.edu/ulan/500222245
C M Iglesias Sanz	Iglesias Sanz, Carlos M.	http://vocab.getty.edu/ulan/500222245
M Carlos M. Iglesias Sanz	Iglesias Sanz, Carlos M.	http://vocab.getty.edu/ulan/500222245
M Iglesias Sanz	Iglesias Sanz, Carlos M.	http://vocab.getty.edu/ulan/500222245
M Isidor of Seville	Isidor of Seville	http://vocab.getty.edu/ulan/500097174
M. Isidor of Seville	Isidor of Seville	http://vocab.getty.edu/ulan/500097174
Isidor of Seville	Isidor of Seville	http://vocab.getty.edu/ulan/500097174
Elena Izcue	Izcue, Elena	http://vocab.getty.edu/ulan/500117272	http://id.loc.gov/authorities/names/no98076940
Mme Elena Izcue	Izcue, Elena	http://vocab.getty.edu/ulan/500117272	http://id.loc.gov/authorities/names/no98076940
Mme Izcue	Izcue, Elena	http://vocab.getty.edu/ulan/500117272	http://id.loc.gov/authorities/names/no98076940
Izcue	Izcue, Elena	http://vocab.getty.edu/ulan/500117272	http://id.loc.gov/authorities/names/no98076940
Mme. Elena Izcue	Izcue, Elena	http://vocab.getty.edu/ulan/500117272	http://id.loc.gov/authorities/names/no98076940
E. Izcue	Izcue, Elena	http://vocab.getty.edu/ulan/500117272	http://id.loc.gov/authorities/names/no98076940
Mme. Izcue	Izcue, Elena	http://vocab.getty.edu/ulan/500117272	http://id.loc.gov/authorities/names/no98076940
E Izcue	Izcue, Elena	http://vocab.getty.edu/ulan/500117272	http://id.loc.gov/authorities/names/no98076940
Tankei	Inoue, Yasuji	http://vocab.getty.edu/ulan/500331232	http://id.loc.gov/authorities/names/n82073777
Y Inoue	Inoue, Yasuji	http://vocab.getty.edu/ulan/500331232	http://id.loc.gov/authorities/names/n82073777
M. Yasuji Inoue	Inoue, Yasuji	http://vocab.getty.edu/ulan/500331232	http://id.loc.gov/authorities/names/n82073777
M Inoue	Inoue, Yasuji	http://vocab.getty.edu/ulan/500331232	http://id.loc.gov/authorities/names/n82073777
Y. Inoue	Inoue, Yasuji	http://vocab.getty.edu/ulan/500331232	http://id.loc.gov/authorities/names/n82073777
M. Inoue	Inoue, Yasuji	http://vocab.getty.edu/ulan/500331232	http://id.loc.gov/authorities/names/n82073777
M Yasuji Inoue	Inoue, Yasuji	http://vocab.getty.edu/ulan/500331232	http://id.loc.gov/authorities/names/n82073777
Yasuji Inoue	Inoue, Yasuji	http://vocab.getty.edu/ulan/500331232	http://id.loc.gov/authorities/names/n82073777
Inoue	Inoue, Yasuji	http://vocab.getty.edu/ulan/500331232	http://id.loc.gov/authorities/names/n82073777
Inoue Yasuji	Inoue, Yasuji	http://vocab.getty.edu/ulan/500331232	http://id.loc.gov/authorities/names/n82073777
Yasuji, Inoue	Inoue, Yasuji	http://vocab.getty.edu/ulan/500331232	http://id.loc.gov/authorities/names/n82073777
Yasuji	Inoue, Yasuji	http://vocab.getty.edu/ulan/500331232	http://id.loc.gov/authorities/names/n82073777
Yasujirō	Inoue, Yasuji	http://vocab.getty.edu/ulan/500331232	http://id.loc.gov/authorities/names/n82073777
Inoue, Tankei	Inoue, Yasuji	http://vocab.getty.edu/ulan/500331232	http://id.loc.gov/authorities/names/n82073777
Tankei Inoue	Inoue, Yasuji	http://vocab.getty.edu/ulan/500331232	http://id.loc.gov/authorities/names/n82073777
井上安治	Inoue, Yasuji	http://vocab.getty.edu/ulan/500331232	http://id.loc.gov/authorities/names/n82073777
井上探景	Inoue, Yasuji	http://vocab.getty.edu/ulan/500331232	http://id.loc.gov/authorities/names/n82073777
Jean-Auguste-Dominique Ingres	Ingres, Jean Auguste Dominique	http://vocab.getty.edu/ulan/500028037	http://id.loc.gov/authorities/names/n81047807
M Ingres	Ingres, Jean Auguste Dominique	http://vocab.getty.edu/ulan/500028037	http://id.loc.gov/authorities/names/n81047807
M. Ingres	Ingres, Jean Auguste Dominique	http://vocab.getty.edu/ulan/500028037	http://id.loc.gov/authorities/names/n81047807
M Jean Auguste Dominique Ingres	Ingres, Jean Auguste Dominique	http://vocab.getty.edu/ulan/500028037	http://id.loc.gov/authorities/names/n81047807
Jean Auguste Dominique Ingres	Ingres, Jean Auguste Dominique	http://vocab.getty.edu/ulan/500028037	http://id.loc.gov/authorities/names/n81047807
Ingres	Ingres, Jean Auguste Dominique	http://vocab.getty.edu/ulan/500028037	http://id.loc.gov/authorities/names/n81047807
J A D Ingres	Ingres, Jean Auguste Dominique	http://vocab.getty.edu/ulan/500028037	http://id.loc.gov/authorities/names/n81047807
M. Jean Auguste Dominique Ingres	Ingres, Jean Auguste Dominique	http://vocab.getty.edu/ulan/500028037	http://id.loc.gov/authorities/names/n81047807
J. A. D. Ingres	Ingres, Jean Auguste Dominique	http://vocab.getty.edu/ulan/500028037	http://id.loc.gov/authorities/names/n81047807
Ingres, Jean Auguste Dominique	Ingres, Jean Auguste Dominique	http://vocab.getty.edu/ulan/500028037	http://id.loc.gov/authorities/names/n81047807
Ingres, Jean-Dominique	Ingres, Jean Auguste Dominique	http://vocab.getty.edu/ulan/500028037	http://id.loc.gov/authorities/names/n81047807
Engr, Zhan Ogiust Dominik	Ingres, Jean Auguste Dominique	http://vocab.getty.edu/ulan/500028037	http://id.loc.gov/authorities/names/n81047807
Ėngr, Zhan Ogi︠u︡st Dominik	Ingres, Jean Auguste Dominique	http://vocab.getty.edu/ulan/500028037	http://id.loc.gov/authorities/names/n81047807
Ingres, J.-A.-D.	Ingres, Jean Auguste Dominique	http://vocab.getty.edu/ulan/500028037	http://id.loc.gov/authorities/names/n81047807
Engr, Z'an-Ogusṭ-Dominiḳ	Ingres, Jean Auguste Dominique	http://vocab.getty.edu/ulan/500028037	http://id.loc.gov/authorities/names/n81047807
אנגר, ז׳ן־אוגוסט־דומימניק	Ingres, Jean Auguste Dominique	http://vocab.getty.edu/ulan/500028037	http://id.loc.gov/authorities/names/n81047807
אנגר, ז׳ן־אוגוסט־דומיניק	Ingres, Jean Auguste Dominique	http://vocab.getty.edu/ulan/500028037	http://id.loc.gov/authorities/names/n81047807
Roberto Innocenti	Innocenti, Roberto	http://vocab.getty.edu/ulan/500111017
R. Innocenti	Innocenti, Roberto	http://vocab.getty.edu/ulan/500111017
M. Innocenti	Innocenti, Roberto	http://vocab.getty.edu/ulan/500111017
M. Roberto Innocenti	Innocenti, Roberto	http://vocab.getty.edu/ulan/500111017
M Innocenti	Innocenti, Roberto	http://vocab.getty.edu/ulan/500111017
Innocenti	Innocenti, Roberto	http://vocab.getty.edu/ulan/500111017
R Innocenti	Innocenti, Roberto	http://vocab.getty.edu/ulan/500111017
M Roberto Innocenti	Innocenti, Roberto	http://vocab.getty.edu/ulan/500111017
Irina Isoré	Isoré, Irina	http://vocab.getty.edu/ulan/500071695
M Isoré	Isoré, Irina	http://vocab.getty.edu/ulan/500071695
Isoré	Isoré, Irina	http://vocab.getty.edu/ulan/500071695
I Isoré	Isoré, Irina	http://vocab.getty.edu/ulan/500071695
M. Irina Isoré	Isoré, Irina	http://vocab.getty.edu/ulan/500071695
M. Isoré	Isoré, Irina	http://vocab.getty.edu/ulan/500071695
I. Isoré	Isoré, Irina	http://vocab.getty.edu/ulan/500071695
M Irina Isoré	Isoré, Irina	http://vocab.getty.edu/ulan/500071695
Alec Arnold Constantine Issigonis	Issigonis, Alec Arnold Constantine	http://vocab.getty.edu/ulan/500093186	http://id.loc.gov/authorities/names/nb2005014528
A A C Issigonis	Issigonis, Alec Arnold Constantine	http://vocab.getty.edu/ulan/500093186	http://id.loc.gov/authorities/names/nb2005014528
M. Alec Arnold Constantine Issigonis	Issigonis, Alec Arnold Constantine	http://vocab.getty.edu/ulan/500093186	http://id.loc.gov/authorities/names/nb2005014528
A. A. C. Issigonis	Issigonis, Alec Arnold Constantine	http://vocab.getty.edu/ulan/500093186	http://id.loc.gov/authorities/names/nb2005014528
M Issigonis	Issigonis, Alec Arnold Constantine	http://vocab.getty.edu/ulan/500093186	http://id.loc.gov/authorities/names/nb2005014528
Issigonis	Issigonis, Alec Arnold Constantine	http://vocab.getty.edu/ulan/500093186	http://id.loc.gov/authorities/names/nb2005014528
M Alec Arnold Constantine Issigonis	Issigonis, Alec Arnold Constantine	http://vocab.getty.edu/ulan/500093186	http://id.loc.gov/authorities/names/nb2005014528
M. Issigonis	Issigonis, Alec Arnold Constantine	http://vocab.getty.edu/ulan/500093186	http://id.loc.gov/authorities/names/nb2005014528
James Irvine	Irvine, James	http://vocab.getty.edu/ulan/500123567
M. Irvine	Irvine, James	http://vocab.getty.edu/ulan/500123567
M James Irvine	Irvine, James	http://vocab.getty.edu/ulan/500123567
J. Irvine	Irvine, James	http://vocab.getty.edu/ulan/500123567
M Irvine	Irvine, James	http://vocab.getty.edu/ulan/500123567
J Irvine	Irvine, James	http://vocab.getty.edu/ulan/500123567
M. James Irvine	Irvine, James	http://vocab.getty.edu/ulan/500123567
Irvine	Irvine, James	http://vocab.getty.edu/ulan/500123567
Petrus Johannes Izeren	Izeren, Petrus Johannes	http://vocab.getty.edu/ulan/500299456
M. Izeren	Izeren, Petrus Johannes	http://vocab.getty.edu/ulan/500299456
M. Petrus Johannes Izeren	Izeren, Petrus Johannes	http://vocab.getty.edu/ulan/500299456
Izeren	Izeren, Petrus Johannes	http://vocab.getty.edu/ulan/500299456
P J Izeren	Izeren, Petrus Johannes	http://vocab.getty.edu/ulan/500299456
M Izeren	Izeren, Petrus Johannes	http://vocab.getty.edu/ulan/500299456
M Petrus Johannes Izeren	Izeren, Petrus Johannes	http://vocab.getty.edu/ulan/500299456
P. J. Izeren	Izeren, Petrus Johannes	http://vocab.getty.edu/ulan/500299456
Ida Bagus Madé Poleng	Ida Bagus Madé	http://vocab.getty.edu/ulan/500123370	http://id.loc.gov/authorities/names/no2009098612
M. Ida Bagus Madé	Ida Bagus Madé	http://vocab.getty.edu/ulan/500123370	http://id.loc.gov/authorities/names/no2009098612
Ida Bagus Madé	Ida Bagus Madé	http://vocab.getty.edu/ulan/500123370	http://id.loc.gov/authorities/names/no2009098612
M Ida Bagus Madé	Ida Bagus Madé	http://vocab.getty.edu/ulan/500123370	http://id.loc.gov/authorities/names/no2009098612
Ida Bagus Made	Ida Bagus Madé	http://vocab.getty.edu/ulan/500123370	http://id.loc.gov/authorities/names/no2009098612
Wolfgang Illig	Illig, Wolfgang	http://vocab.getty.edu/ulan/500065040
