Emil Uhl	Uhl, Emil	http://vocab.getty.edu/ulan/500175819
M. Urquiola y Aguirre	Urquiola y Aguirre, Eduardo	http://vocab.getty.edu/ulan/500038107
Aguirre, Eduardo Urquiola	Urquiola y Aguirre, Eduardo	http://vocab.getty.edu/ulan/500038107
Urquiola, Eduardo	Urquiola y Aguirre, Eduardo	http://vocab.getty.edu/ulan/500038107
Lukas Friedrich Ubelin	Ubelin, Lukas Friedrich	http://vocab.getty.edu/ulan/500064175
M. Ubelin	Ubelin, Lukas Friedrich	http://vocab.getty.edu/ulan/500064175
L F Ubelin	Ubelin, Lukas Friedrich	http://vocab.getty.edu/ulan/500064175
M Lukas Friedrich Ubelin	Ubelin, Lukas Friedrich	http://vocab.getty.edu/ulan/500064175
Ubelin	Ubelin, Lukas Friedrich	http://vocab.getty.edu/ulan/500064175
M. Lukas Friedrich Ubelin	Ubelin, Lukas Friedrich	http://vocab.getty.edu/ulan/500064175
M Ubelin	Ubelin, Lukas Friedrich	http://vocab.getty.edu/ulan/500064175
L. F. Ubelin	Ubelin, Lukas Friedrich	http://vocab.getty.edu/ulan/500064175
Tomi Ungerer	Ungerer, Tomi	http://vocab.getty.edu/ulan/500051676	http://id.loc.gov/authorities/names/n80036613
M. Ungerer	Ungerer, Tomi	http://vocab.getty.edu/ulan/500051676	http://id.loc.gov/authorities/names/n80036613
T Ungerer	Ungerer, Tomi	http://vocab.getty.edu/ulan/500051676	http://id.loc.gov/authorities/names/n80036613
M Tomi Ungerer	Ungerer, Tomi	http://vocab.getty.edu/ulan/500051676	http://id.loc.gov/authorities/names/n80036613
T. Ungerer	Ungerer, Tomi	http://vocab.getty.edu/ulan/500051676	http://id.loc.gov/authorities/names/n80036613
M Ungerer	Ungerer, Tomi	http://vocab.getty.edu/ulan/500051676	http://id.loc.gov/authorities/names/n80036613
Ungerer	Ungerer, Tomi	http://vocab.getty.edu/ulan/500051676	http://id.loc.gov/authorities/names/n80036613
M. Tomi Ungerer	Ungerer, Tomi	http://vocab.getty.edu/ulan/500051676	http://id.loc.gov/authorities/names/n80036613
Ungerer, Jean Thomas	Ungerer, Tomi	http://vocab.getty.edu/ulan/500051676	http://id.loc.gov/authorities/names/n80036613
אונגרר, טומי	Ungerer, Tomi	http://vocab.getty.edu/ulan/500051676	http://id.loc.gov/authorities/names/n80036613
トミー・ウンゲラー	Ungerer, Tomi	http://vocab.getty.edu/ulan/500051676	http://id.loc.gov/authorities/names/n80036613
Felipe Uribe de Bedout	Uribe de Bedout, Felipe	http://vocab.getty.edu/ulan/500257915	http://id.loc.gov/authorities/names/no2004004904
M Felipe Uribe de Bedout	Uribe de Bedout, Felipe	http://vocab.getty.edu/ulan/500257915	http://id.loc.gov/authorities/names/no2004004904
F Uribe de Bedout	Uribe de Bedout, Felipe	http://vocab.getty.edu/ulan/500257915	http://id.loc.gov/authorities/names/no2004004904
M Uribe de Bedout	Uribe de Bedout, Felipe	http://vocab.getty.edu/ulan/500257915	http://id.loc.gov/authorities/names/no2004004904
M. Uribe de Bedout	Uribe de Bedout, Felipe	http://vocab.getty.edu/ulan/500257915	http://id.loc.gov/authorities/names/no2004004904
Uribe de Bedout	Uribe de Bedout, Felipe	http://vocab.getty.edu/ulan/500257915	http://id.loc.gov/authorities/names/no2004004904
F. Uribe de Bedout	Uribe de Bedout, Felipe	http://vocab.getty.edu/ulan/500257915	http://id.loc.gov/authorities/names/no2004004904
M. Felipe Uribe de Bedout	Uribe de Bedout, Felipe	http://vocab.getty.edu/ulan/500257915	http://id.loc.gov/authorities/names/no2004004904
Bedout, Felipe Uribe de	Uribe de Bedout, Felipe	http://vocab.getty.edu/ulan/500257915	http://id.loc.gov/authorities/names/no2004004904
Uribe de B., Felipe	Uribe de Bedout, Felipe	http://vocab.getty.edu/ulan/500257915	http://id.loc.gov/authorities/names/no2004004904
Felipe Uribe de B.	Uribe de Bedout, Felipe	http://vocab.getty.edu/ulan/500257915	http://id.loc.gov/authorities/names/no2004004904
Uribe, Felipe	Uribe de Bedout, Felipe	http://vocab.getty.edu/ulan/500257915	http://id.loc.gov/authorities/names/no2004004904
Juan Manuel Ugarte Eléspuru	Ugarte Eléspuru, Juan Manuel	http://vocab.getty.edu/ulan/500117277	http://id.loc.gov/authorities/names/n80138345
M. Juan Manuel Ugarte Eléspuru	Ugarte Eléspuru, Juan Manuel	http://vocab.getty.edu/ulan/500117277	http://id.loc.gov/authorities/names/n80138345
M Ugarte Eléspuru	Ugarte Eléspuru, Juan Manuel	http://vocab.getty.edu/ulan/500117277	http://id.loc.gov/authorities/names/n80138345
Ugarte Eléspuru	Ugarte Eléspuru, Juan Manuel	http://vocab.getty.edu/ulan/500117277	http://id.loc.gov/authorities/names/n80138345
M Juan Manuel Ugarte Eléspuru	Ugarte Eléspuru, Juan Manuel	http://vocab.getty.edu/ulan/500117277	http://id.loc.gov/authorities/names/n80138345
J M Ugarte Eléspuru	Ugarte Eléspuru, Juan Manuel	http://vocab.getty.edu/ulan/500117277	http://id.loc.gov/authorities/names/n80138345
M. Ugarte Eléspuru	Ugarte Eléspuru, Juan Manuel	http://vocab.getty.edu/ulan/500117277	http://id.loc.gov/authorities/names/n80138345
J. M. Ugarte Eléspuru	Ugarte Eléspuru, Juan Manuel	http://vocab.getty.edu/ulan/500117277	http://id.loc.gov/authorities/names/n80138345
Eléspuru, Juan Manuel Ugarte	Ugarte Eléspuru, Juan Manuel	http://vocab.getty.edu/ulan/500117277	http://id.loc.gov/authorities/names/n80138345
Max Uhle	Uhle, Max	http://vocab.getty.edu/ulan/500117276	http://id.loc.gov/authorities/names/no91003912
Uhle	Uhle, Max	http://vocab.getty.edu/ulan/500117276	http://id.loc.gov/authorities/names/no91003912
M. Uhle	Uhle, Max	http://vocab.getty.edu/ulan/500117276	http://id.loc.gov/authorities/names/no91003912
M Uhle	Uhle, Max	http://vocab.getty.edu/ulan/500117276	http://id.loc.gov/authorities/names/no91003912
M. Max Uhle	Uhle, Max	http://vocab.getty.edu/ulan/500117276	http://id.loc.gov/authorities/names/no91003912
M Max Uhle	Uhle, Max	http://vocab.getty.edu/ulan/500117276	http://id.loc.gov/authorities/names/no91003912
Mario Urteaga Alvarado	Urteaga Alvarado, Mario	http://vocab.getty.edu/ulan/500117275	http://id.loc.gov/authorities/names/n85261048
M. Mario Urteaga Alvarado	Urteaga Alvarado, Mario	http://vocab.getty.edu/ulan/500117275	http://id.loc.gov/authorities/names/n85261048
Urteaga Alvarado	Urteaga Alvarado, Mario	http://vocab.getty.edu/ulan/500117275	http://id.loc.gov/authorities/names/n85261048
M Urteaga Alvarado	Urteaga Alvarado, Mario	http://vocab.getty.edu/ulan/500117275	http://id.loc.gov/authorities/names/n85261048
M. Urteaga Alvarado	Urteaga Alvarado, Mario	http://vocab.getty.edu/ulan/500117275	http://id.loc.gov/authorities/names/n85261048
M Mario Urteaga Alvarado	Urteaga Alvarado, Mario	http://vocab.getty.edu/ulan/500117275	http://id.loc.gov/authorities/names/n85261048
Urteaga Alvarado, Mario Tulio Escipíon	Urteaga Alvarado, Mario	http://vocab.getty.edu/ulan/500117275	http://id.loc.gov/authorities/names/n85261048
Urteaga Alvarado, Mario Tulio Escipión	Urteaga Alvarado, Mario	http://vocab.getty.edu/ulan/500117275	http://id.loc.gov/authorities/names/n85261048
Urteaga, Mario	Urteaga Alvarado, Mario	http://vocab.getty.edu/ulan/500117275	http://id.loc.gov/authorities/names/n85261048
Alvarado, Mario Tulio Escipión Urteaga	Urteaga Alvarado, Mario	http://vocab.getty.edu/ulan/500117275	http://id.loc.gov/authorities/names/n85261048
Urtiaga, Amacio Ecipión	Urteaga Alvarado, Mario	http://vocab.getty.edu/ulan/500117275	http://id.loc.gov/authorities/names/n85261048
Peter Ujhazi	Ujhazi, Peter	http://vocab.getty.edu/ulan/500175830	http://id.loc.gov/authorities/names/n90707560
P. Ujhazi	Ujhazi, Peter	http://vocab.getty.edu/ulan/500175830	http://id.loc.gov/authorities/names/n90707560
M. Peter Ujhazi	Ujhazi, Peter	http://vocab.getty.edu/ulan/500175830	http://id.loc.gov/authorities/names/n90707560
M Ujhazi	Ujhazi, Peter	http://vocab.getty.edu/ulan/500175830	http://id.loc.gov/authorities/names/n90707560
M. Ujhazi	Ujhazi, Peter	http://vocab.getty.edu/ulan/500175830	http://id.loc.gov/authorities/names/n90707560
M Peter Ujhazi	Ujhazi, Peter	http://vocab.getty.edu/ulan/500175830	http://id.loc.gov/authorities/names/n90707560
Ujhazi	Ujhazi, Peter	http://vocab.getty.edu/ulan/500175830	http://id.loc.gov/authorities/names/n90707560
P Ujhazi	Ujhazi, Peter	http://vocab.getty.edu/ulan/500175830	http://id.loc.gov/authorities/names/n90707560
Ryozo Umezawa	Umezawa, Ryozo	http://vocab.getty.edu/ulan/500293370
Umezawa	Umezawa, Ryozo	http://vocab.getty.edu/ulan/500293370
R. Umezawa	Umezawa, Ryozo	http://vocab.getty.edu/ulan/500293370
M Umezawa	Umezawa, Ryozo	http://vocab.getty.edu/ulan/500293370
M. Ryozo Umezawa	Umezawa, Ryozo	http://vocab.getty.edu/ulan/500293370
R Umezawa	Umezawa, Ryozo	http://vocab.getty.edu/ulan/500293370
M Ryozo Umezawa	Umezawa, Ryozo	http://vocab.getty.edu/ulan/500293370
M. Umezawa	Umezawa, Ryozo	http://vocab.getty.edu/ulan/500293370
Antonio Ugolini	Ugolini, Antonio	http://vocab.getty.edu/ulan/500063430
M Ugolini	Ugolini, Antonio	http://vocab.getty.edu/ulan/500063430
A. Ugolini	Ugolini, Antonio	http://vocab.getty.edu/ulan/500063430
M Antonio Ugolini	Ugolini, Antonio	http://vocab.getty.edu/ulan/500063430
Ugolini	Ugolini, Antonio	http://vocab.getty.edu/ulan/500063430
M. Antonio Ugolini	Ugolini, Antonio	http://vocab.getty.edu/ulan/500063430
A Ugolini	Ugolini, Antonio	http://vocab.getty.edu/ulan/500063430
M. Ugolini	Ugolini, Antonio	http://vocab.getty.edu/ulan/500063430
Johann Friedrich Moritz Ulffers	Ulffers, Johann Friedrich Moritz	http://vocab.getty.edu/ulan/500175834
M. Johann Friedrich Moritz Ulffers	Ulffers, Johann Friedrich Moritz	http://vocab.getty.edu/ulan/500175834
J. F. M. Ulffers	Ulffers, Johann Friedrich Moritz	http://vocab.getty.edu/ulan/500175834
M. Ulffers	Ulffers, Johann Friedrich Moritz	http://vocab.getty.edu/ulan/500175834
Ulffers	Ulffers, Johann Friedrich Moritz	http://vocab.getty.edu/ulan/500175834
J F M Ulffers	Ulffers, Johann Friedrich Moritz	http://vocab.getty.edu/ulan/500175834
M Johann Friedrich Moritz Ulffers	Ulffers, Johann Friedrich Moritz	http://vocab.getty.edu/ulan/500175834
M Ulffers	Ulffers, Johann Friedrich Moritz	http://vocab.getty.edu/ulan/500175834
Euan Uglow	Uglow, Euan	http://vocab.getty.edu/ulan/500007640	http://id.loc.gov/authorities/names/nr90010282
M. Uglow	Uglow, Euan	http://vocab.getty.edu/ulan/500007640	http://id.loc.gov/authorities/names/nr90010282
M Uglow	Uglow, Euan	http://vocab.getty.edu/ulan/500007640	http://id.loc.gov/authorities/names/nr90010282
M. Euan Uglow	Uglow, Euan	http://vocab.getty.edu/ulan/500007640	http://id.loc.gov/authorities/names/nr90010282
Uglow	Uglow, Euan	http://vocab.getty.edu/ulan/500007640	http://id.loc.gov/authorities/names/nr90010282
E. Uglow	Uglow, Euan	http://vocab.getty.edu/ulan/500007640	http://id.loc.gov/authorities/names/nr90010282
E Uglow	Uglow, Euan	http://vocab.getty.edu/ulan/500007640	http://id.loc.gov/authorities/names/nr90010282
M Euan Uglow	Uglow, Euan	http://vocab.getty.edu/ulan/500007640	http://id.loc.gov/authorities/names/nr90010282
Willem Gerrit van Ulsen	Ulsen, Willem Gerrit van	http://vocab.getty.edu/ulan/500062182
W. G. Ulsen	Ulsen, Willem Gerrit van	http://vocab.getty.edu/ulan/500062182
M. Willem Gerrit van Ulsen	Ulsen, Willem Gerrit van	http://vocab.getty.edu/ulan/500062182
M Ulsen	Ulsen, Willem Gerrit van	http://vocab.getty.edu/ulan/500062182
W G Ulsen	Ulsen, Willem Gerrit van	http://vocab.getty.edu/ulan/500062182
Ulsen	Ulsen, Willem Gerrit van	http://vocab.getty.edu/ulan/500062182
M. Ulsen	Ulsen, Willem Gerrit van	http://vocab.getty.edu/ulan/500062182
M Willem Gerrit van Ulsen	Ulsen, Willem Gerrit van	http://vocab.getty.edu/ulan/500062182
Unger, Christian Wilhelm Jacob	Unger, Wilhelm	http://vocab.getty.edu/ulan/500051668
M Wilhelm Unger	Unger, Wilhelm	http://vocab.getty.edu/ulan/500051668
M Unger	Unger, Wilhelm	http://vocab.getty.edu/ulan/500051668
W Unger	Unger, Wilhelm	http://vocab.getty.edu/ulan/500051668
Wilhelm Unger	Unger, Wilhelm	http://vocab.getty.edu/ulan/500051668
M. Unger	Unger, Wilhelm	http://vocab.getty.edu/ulan/500051668
W. Unger	Unger, Wilhelm	http://vocab.getty.edu/ulan/500051668
M. Wilhelm Unger	Unger, Wilhelm	http://vocab.getty.edu/ulan/500051668
Unger	Unger, Wilhelm	http://vocab.getty.edu/ulan/500051668
Christian Wilhelm Jacob Unger	Unger, Wilhelm	http://vocab.getty.edu/ulan/500051668
Boris Ustinov	Ustinov, Boris	http://vocab.getty.edu/ulan/500235032
B. Ustinov	Ustinov, Boris	http://vocab.getty.edu/ulan/500235032
M Boris Ustinov	Ustinov, Boris	http://vocab.getty.edu/ulan/500235032
Ustinov	Ustinov, Boris	http://vocab.getty.edu/ulan/500235032
M Ustinov	Ustinov, Boris	http://vocab.getty.edu/ulan/500235032
M. Ustinov	Ustinov, Boris	http://vocab.getty.edu/ulan/500235032
B Ustinov	Ustinov, Boris	http://vocab.getty.edu/ulan/500235032
M. Boris Ustinov	Ustinov, Boris	http://vocab.getty.edu/ulan/500235032
Raimona Utauta	Utauta, Raimona	http://vocab.getty.edu/ulan/500128604
M Raimona Utauta	Utauta, Raimona	http://vocab.getty.edu/ulan/500128604
R Utauta	Utauta, Raimona	http://vocab.getty.edu/ulan/500128604
M. Raimona Utauta	Utauta, Raimona	http://vocab.getty.edu/ulan/500128604
M Utauta	Utauta, Raimona	http://vocab.getty.edu/ulan/500128604
M. Utauta	Utauta, Raimona	http://vocab.getty.edu/ulan/500128604
Utauta	Utauta, Raimona	http://vocab.getty.edu/ulan/500128604
R. Utauta	Utauta, Raimona	http://vocab.getty.edu/ulan/500128604
Daniel Berkeley Updike	Updike, Daniel Berkeley	http://vocab.getty.edu/ulan/500125907	http://id.loc.gov/authorities/names/n80056743
D. B. Updike	Updike, Daniel Berkeley	http://vocab.getty.edu/ulan/500125907	http://id.loc.gov/authorities/names/n80056743
M. Updike	Updike, Daniel Berkeley	http://vocab.getty.edu/ulan/500125907	http://id.loc.gov/authorities/names/n80056743
M. Daniel Berkeley Updike	Updike, Daniel Berkeley	http://vocab.getty.edu/ulan/500125907	http://id.loc.gov/authorities/names/n80056743
M Updike	Updike, Daniel Berkeley	http://vocab.getty.edu/ulan/500125907	http://id.loc.gov/authorities/names/n80056743
D B Updike	Updike, Daniel Berkeley	http://vocab.getty.edu/ulan/500125907	http://id.loc.gov/authorities/names/n80056743
Updike	Updike, Daniel Berkeley	http://vocab.getty.edu/ulan/500125907	http://id.loc.gov/authorities/names/n80056743
M Daniel Berkeley Updike	Updike, Daniel Berkeley	http://vocab.getty.edu/ulan/500125907	http://id.loc.gov/authorities/names/n80056743
Ina D. D. Uhthoff	Uhthoff, Ina D. D.	http://vocab.getty.edu/ulan/500175828
I D D Uhthoff	Uhthoff, Ina D. D.	http://vocab.getty.edu/ulan/500175828
I. D. D. Uhthoff	Uhthoff, Ina D. D.	http://vocab.getty.edu/ulan/500175828
Mme. Uhthoff	Uhthoff, Ina D. D.	http://vocab.getty.edu/ulan/500175828
Mme. Ina D. D. Uhthoff	Uhthoff, Ina D. D.	http://vocab.getty.edu/ulan/500175828
Mme Ina D. D. Uhthoff	Uhthoff, Ina D. D.	http://vocab.getty.edu/ulan/500175828
Uhthoff	Uhthoff, Ina D. D.	http://vocab.getty.edu/ulan/500175828
Mme Uhthoff	Uhthoff, Ina D. D.	http://vocab.getty.edu/ulan/500175828
Ilya Utkin	Utkin, Ilya	http://vocab.getty.edu/ulan/500222255
I Utkin	Utkin, Ilya	http://vocab.getty.edu/ulan/500222255
M Utkin	Utkin, Ilya	http://vocab.getty.edu/ulan/500222255
Utkin	Utkin, Ilya	http://vocab.getty.edu/ulan/500222255
M. Utkin	Utkin, Ilya	http://vocab.getty.edu/ulan/500222255
M. Ilya Utkin	Utkin, Ilya	http://vocab.getty.edu/ulan/500222255
M Ilya Utkin	Utkin, Ilya	http://vocab.getty.edu/ulan/500222255
I. Utkin	Utkin, Ilya	http://vocab.getty.edu/ulan/500222255
Bernardo Urguieta	Urguieta, Bernardo	http://vocab.getty.edu/ulan/500255564
M. Bernardo Urguieta	Urguieta, Bernardo	http://vocab.getty.edu/ulan/500255564
M Bernardo Urguieta	Urguieta, Bernardo	http://vocab.getty.edu/ulan/500255564
B Urguieta	Urguieta, Bernardo	http://vocab.getty.edu/ulan/500255564
Urguieta	Urguieta, Bernardo	http://vocab.getty.edu/ulan/500255564
M Urguieta	Urguieta, Bernardo	http://vocab.getty.edu/ulan/500255564
B. Urguieta	Urguieta, Bernardo	http://vocab.getty.edu/ulan/500255564
M. Urguieta	Urguieta, Bernardo	http://vocab.getty.edu/ulan/500255564
Louis Uhl	Uhl, Louis	http://vocab.getty.edu/ulan/500175821
M. Louis Uhl	Uhl, Louis	http://vocab.getty.edu/ulan/500175821
M Uhl	Uhl, Louis	http://vocab.getty.edu/ulan/500175821
Uhl	Uhl, Louis	http://vocab.getty.edu/ulan/500175821
L Uhl	Uhl, Louis	http://vocab.getty.edu/ulan/500175821
M Louis Uhl	Uhl, Louis	http://vocab.getty.edu/ulan/500175821
L. Uhl	Uhl, Louis	http://vocab.getty.edu/ulan/500175821
M. Uhl	Uhl, Louis	http://vocab.getty.edu/ulan/500175821
Hobart B. Upjohn	Upjohn, Hobart B.	http://vocab.getty.edu/ulan/500281316
H B Upjohn	Upjohn, Hobart B.	http://vocab.getty.edu/ulan/500281316
H. B. Upjohn	Upjohn, Hobart B.	http://vocab.getty.edu/ulan/500281316
Upjohn	Upjohn, Hobart B.	http://vocab.getty.edu/ulan/500281316
M Upjohn	Upjohn, Hobart B.	http://vocab.getty.edu/ulan/500281316
M Hobart B. Upjohn	Upjohn, Hobart B.	http://vocab.getty.edu/ulan/500281316
M. Upjohn	Upjohn, Hobart B.	http://vocab.getty.edu/ulan/500281316
M. Hobart B. Upjohn	Upjohn, Hobart B.	http://vocab.getty.edu/ulan/500281316
J. G. Unnevehr	Unnevehr, J. G.	http://vocab.getty.edu/ulan/500093304
M J. G. Unnevehr	Unnevehr, J. G.	http://vocab.getty.edu/ulan/500093304
M. Unnevehr	Unnevehr, J. G.	http://vocab.getty.edu/ulan/500093304
M. J. G. Unnevehr	Unnevehr, J. G.	http://vocab.getty.edu/ulan/500093304
J G Unnevehr	Unnevehr, J. G.	http://vocab.getty.edu/ulan/500093304
J. G. Unnevehr	Unnevehr, J. G.	http://vocab.getty.edu/ulan/500093304
M Unnevehr	Unnevehr, J. G.	http://vocab.getty.edu/ulan/500093304
Unnevehr	Unnevehr, J. G.	http://vocab.getty.edu/ulan/500093304
Walter Uhl	Uhl, Walter	http://vocab.getty.edu/ulan/500175822
W Uhl	Uhl, Walter	http://vocab.getty.edu/ulan/500175822
M Walter Uhl	Uhl, Walter	http://vocab.getty.edu/ulan/500175822
M Uhl	Uhl, Walter	http://vocab.getty.edu/ulan/500175822
Uhl	Uhl, Walter	http://vocab.getty.edu/ulan/500175822
M. Walter Uhl	Uhl, Walter	http://vocab.getty.edu/ulan/500175822
W. Uhl	Uhl, Walter	http://vocab.getty.edu/ulan/500175822
M. Uhl	Uhl, Walter	http://vocab.getty.edu/ulan/500175822
Max Uhlig	Uhlig, Max	http://vocab.getty.edu/ulan/500175824	http://id.loc.gov/authorities/names/n90619528
M Max Uhlig	Uhlig, Max	http://vocab.getty.edu/ulan/500175824	http://id.loc.gov/authorities/names/n90619528
Uhlig	Uhlig, Max	http://vocab.getty.edu/ulan/500175824	http://id.loc.gov/authorities/names/n90619528
M Uhlig	Uhlig, Max	http://vocab.getty.edu/ulan/500175824	http://id.loc.gov/authorities/names/n90619528
M. Uhlig	Uhlig, Max	http://vocab.getty.edu/ulan/500175824	http://id.loc.gov/authorities/names/n90619528
M. Max Uhlig	Uhlig, Max	http://vocab.getty.edu/ulan/500175824	http://id.loc.gov/authorities/names/n90619528
S. E. Unwin	Unwin, S. E.	http://vocab.getty.edu/ulan/500187985
Unwin	Unwin, S. E.	http://vocab.getty.edu/ulan/500187985
S. E. Unwin	Unwin, S. E.	http://vocab.getty.edu/ulan/500187985
M S. E. Unwin	Unwin, S. E.	http://vocab.getty.edu/ulan/500187985
S E Unwin	Unwin, S. E.	http://vocab.getty.edu/ulan/500187985
M Unwin	Unwin, S. E.	http://vocab.getty.edu/ulan/500187985
M. Unwin	Unwin, S. E.	http://vocab.getty.edu/ulan/500187985
M. S. E. Unwin	Unwin, S. E.	http://vocab.getty.edu/ulan/500187985
Althea Ulber	Ulber, Althea	http://vocab.getty.edu/ulan/500073610
A Ulber	Ulber, Althea	http://vocab.getty.edu/ulan/500073610
Mme Ulber	Ulber, Althea	http://vocab.getty.edu/ulan/500073610
Mme Althea Ulber	Ulber, Althea	http://vocab.getty.edu/ulan/500073610
Ulber	Ulber, Althea	http://vocab.getty.edu/ulan/500073610
A. Ulber	Ulber, Althea	http://vocab.getty.edu/ulan/500073610
Mme. Ulber	Ulber, Althea	http://vocab.getty.edu/ulan/500073610
Mme. Althea Ulber	Ulber, Althea	http://vocab.getty.edu/ulan/500073610
Ulrika Eleonora, Queen of Sweden	Ulrika Eleonora II, Queen of Sweden@en	http://vocab.getty.edu/ulan/500353976	http://id.loc.gov/authorities/names/n88085380
M. Queen of Sweden@en Ulrika Eleonora II	Ulrika Eleonora II, Queen of Sweden@en	http://vocab.getty.edu/ulan/500353976	http://id.loc.gov/authorities/names/n88085380
Ulrika Eleonora II	Ulrika Eleonora II, Queen of Sweden@en	http://vocab.getty.edu/ulan/500353976	http://id.loc.gov/authorities/names/n88085380
Q. S. Ulrika Eleonora II	Ulrika Eleonora II, Queen of Sweden@en	http://vocab.getty.edu/ulan/500353976	http://id.loc.gov/authorities/names/n88085380
M Ulrika Eleonora II	Ulrika Eleonora II, Queen of Sweden@en	http://vocab.getty.edu/ulan/500353976	http://id.loc.gov/authorities/names/n88085380
Q S Ulrika Eleonora II	Ulrika Eleonora II, Queen of Sweden@en	http://vocab.getty.edu/ulan/500353976	http://id.loc.gov/authorities/names/n88085380
M. Ulrika Eleonora II	Ulrika Eleonora II, Queen of Sweden@en	http://vocab.getty.edu/ulan/500353976	http://id.loc.gov/authorities/names/n88085380
