Arne Åmland	Åmland, Arne	http://vocab.getty.edu/ulan/500253146
F B Østergaard	Østergaard, Finn Bjerre	http://vocab.getty.edu/ulan/500255580
F. B. Østergaard	Østergaard, Finn Bjerre	http://vocab.getty.edu/ulan/500255580
Ostergaard, Finn Bjerre	Østergaard, Finn Bjerre	http://vocab.getty.edu/ulan/500255580
Thorsten Åsbjer	Åsbjer, Thorsten	http://vocab.getty.edu/ulan/500214376
T. Åsbjer	Åsbjer, Thorsten	http://vocab.getty.edu/ulan/500214376
M. Åsbjer	Åsbjer, Thorsten	http://vocab.getty.edu/ulan/500214376
M. Thorsten Åsbjer	Åsbjer, Thorsten	http://vocab.getty.edu/ulan/500214376
M Åsbjer	Åsbjer, Thorsten	http://vocab.getty.edu/ulan/500214376
T Åsbjer	Åsbjer, Thorsten	http://vocab.getty.edu/ulan/500214376
M Thorsten Åsbjer	Åsbjer, Thorsten	http://vocab.getty.edu/ulan/500214376
Åsbjer	Åsbjer, Thorsten	http://vocab.getty.edu/ulan/500214376
'Abd al-Samad	`Abd al Samad	http://vocab.getty.edu/ulan/500334286
M. `Abd al Samad	`Abd al Samad	http://vocab.getty.edu/ulan/500334286
M `Abd al Samad	`Abd al Samad	http://vocab.getty.edu/ulan/500334286
`Abd al Samad	`Abd al Samad	http://vocab.getty.edu/ulan/500334286
ʻAbd al-Samad	`Abd al Samad	http://vocab.getty.edu/ulan/500334286
'Abd as-Samad	`Abd al Samad	http://vocab.getty.edu/ulan/500334286
`Abd al-Ṣamad	`Abd al Samad	http://vocab.getty.edu/ulan/500334286
`Abd as-Ṣamad	`Abd al Samad	http://vocab.getty.edu/ulan/500334286
Abdus Samad	`Abd al Samad	http://vocab.getty.edu/ulan/500334286
Abdus Ṣamad	`Abd al Samad	http://vocab.getty.edu/ulan/500334286
Khwāja `Abd al-Ṣamad	`Abd al Samad	http://vocab.getty.edu/ulan/500334286
Khwaja	`Abd al Samad	http://vocab.getty.edu/ulan/500334286
Jurij Žarkih	Žarkih, Jurij	http://vocab.getty.edu/ulan/500096975
J Žarkih	Žarkih, Jurij	http://vocab.getty.edu/ulan/500096975
Žarkih	Žarkih, Jurij	http://vocab.getty.edu/ulan/500096975
J. Žarkih	Žarkih, Jurij	http://vocab.getty.edu/ulan/500096975
M Jurij Žarkih	Žarkih, Jurij	http://vocab.getty.edu/ulan/500096975
M Žarkih	Žarkih, Jurij	http://vocab.getty.edu/ulan/500096975
M. Jurij Žarkih	Žarkih, Jurij	http://vocab.getty.edu/ulan/500096975
M. Žarkih	Žarkih, Jurij	http://vocab.getty.edu/ulan/500096975
Zharkikh, Yury	Žarkih, Jurij	http://vocab.getty.edu/ulan/500096975
Miro Švolík	Švolík, Miro	http://vocab.getty.edu/ulan/500344550	http://id.loc.gov/authorities/names/n93072572
M Švolík	Švolík, Miro	http://vocab.getty.edu/ulan/500344550	http://id.loc.gov/authorities/names/n93072572
M Miro Švolík	Švolík, Miro	http://vocab.getty.edu/ulan/500344550	http://id.loc.gov/authorities/names/n93072572
M. Švolík	Švolík, Miro	http://vocab.getty.edu/ulan/500344550	http://id.loc.gov/authorities/names/n93072572
Švolík	Švolík, Miro	http://vocab.getty.edu/ulan/500344550	http://id.loc.gov/authorities/names/n93072572
M. Miro Švolík	Švolík, Miro	http://vocab.getty.edu/ulan/500344550	http://id.loc.gov/authorities/names/n93072572
Dang, Xuan Hoa	Đặng Xuân Hoà	http://vocab.getty.edu/ulan/500123141
M Đặng Xuân Hoà	Đặng Xuân Hoà	http://vocab.getty.edu/ulan/500123141
Đặng Xuân Hoà	Đặng Xuân Hoà	http://vocab.getty.edu/ulan/500123141
M. Đặng Xuân Hoà	Đặng Xuân Hoà	http://vocab.getty.edu/ulan/500123141
Ragnar Östberg	Östberg, Ragnar	http://vocab.getty.edu/ulan/500032963	http://id.loc.gov/authorities/names/nr92006417
M. Östberg	Östberg, Ragnar	http://vocab.getty.edu/ulan/500032963	http://id.loc.gov/authorities/names/nr92006417
M Ragnar Östberg	Östberg, Ragnar	http://vocab.getty.edu/ulan/500032963	http://id.loc.gov/authorities/names/nr92006417
Östberg	Östberg, Ragnar	http://vocab.getty.edu/ulan/500032963	http://id.loc.gov/authorities/names/nr92006417
M Östberg	Östberg, Ragnar	http://vocab.getty.edu/ulan/500032963	http://id.loc.gov/authorities/names/nr92006417
M. Ragnar Östberg	Östberg, Ragnar	http://vocab.getty.edu/ulan/500032963	http://id.loc.gov/authorities/names/nr92006417
R. Östberg	Östberg, Ragnar	http://vocab.getty.edu/ulan/500032963	http://id.loc.gov/authorities/names/nr92006417
R Östberg	Östberg, Ragnar	http://vocab.getty.edu/ulan/500032963	http://id.loc.gov/authorities/names/nr92006417
Juan Álvarez	Álvarez, Juan	http://vocab.getty.edu/ulan/500105663
M. Álvarez	Álvarez, Juan	http://vocab.getty.edu/ulan/500105663
J Álvarez	Álvarez, Juan	http://vocab.getty.edu/ulan/500105663
M Álvarez	Álvarez, Juan	http://vocab.getty.edu/ulan/500105663
J. Álvarez	Álvarez, Juan	http://vocab.getty.edu/ulan/500105663
Álvarez	Álvarez, Juan	http://vocab.getty.edu/ulan/500105663
M Juan Álvarez	Álvarez, Juan	http://vocab.getty.edu/ulan/500105663
M. Juan Álvarez	Álvarez, Juan	http://vocab.getty.edu/ulan/500105663
M. Đặng Quý Khoa	Đặng Quý Khoa	http://vocab.getty.edu/ulan/500123140
M Đặng Quý Khoa	Đặng Quý Khoa	http://vocab.getty.edu/ulan/500123140
Đặng Quý Khoa	Đặng Quý Khoa	http://vocab.getty.edu/ulan/500123140
Eryk Średnicki	Średnicki, Eryk	http://vocab.getty.edu/ulan/500222662
M. Eryk Średnicki	Średnicki, Eryk	http://vocab.getty.edu/ulan/500222662
M Eryk Średnicki	Średnicki, Eryk	http://vocab.getty.edu/ulan/500222662
E. Średnicki	Średnicki, Eryk	http://vocab.getty.edu/ulan/500222662
E Średnicki	Średnicki, Eryk	http://vocab.getty.edu/ulan/500222662
M. Średnicki	Średnicki, Eryk	http://vocab.getty.edu/ulan/500222662
M Średnicki	Średnicki, Eryk	http://vocab.getty.edu/ulan/500222662
Średnicki	Średnicki, Eryk	http://vocab.getty.edu/ulan/500222662
Bořek Šípek	Šipek, Bořek	http://vocab.getty.edu/ulan/500064172	http://id.loc.gov/authorities/names/n80073164
Šipek	Šipek, Bořek	http://vocab.getty.edu/ulan/500064172	http://id.loc.gov/authorities/names/n80073164
M Bořek Šipek	Šipek, Bořek	http://vocab.getty.edu/ulan/500064172	http://id.loc.gov/authorities/names/n80073164
M Šipek	Šipek, Bořek	http://vocab.getty.edu/ulan/500064172	http://id.loc.gov/authorities/names/n80073164
M. Bořek Šipek	Šipek, Bořek	http://vocab.getty.edu/ulan/500064172	http://id.loc.gov/authorities/names/n80073164
B. Šipek	Šipek, Bořek	http://vocab.getty.edu/ulan/500064172	http://id.loc.gov/authorities/names/n80073164
Bořek Šipek	Šipek, Bořek	http://vocab.getty.edu/ulan/500064172	http://id.loc.gov/authorities/names/n80073164
B Šipek	Šipek, Bořek	http://vocab.getty.edu/ulan/500064172	http://id.loc.gov/authorities/names/n80073164
M. Šipek	Šipek, Bořek	http://vocab.getty.edu/ulan/500064172	http://id.loc.gov/authorities/names/n80073164
Sipek, Borek	Šipek, Bořek	http://vocab.getty.edu/ulan/500064172	http://id.loc.gov/authorities/names/n80073164
Borek Sipek	Šipek, Bořek	http://vocab.getty.edu/ulan/500064172	http://id.loc.gov/authorities/names/n80073164
Daniel Šperl	Šperl, Daniel	http://vocab.getty.edu/ulan/500347584	http://id.loc.gov/authorities/names/no2004106981
Šperl	Šperl, Daniel	http://vocab.getty.edu/ulan/500347584	http://id.loc.gov/authorities/names/no2004106981
D Šperl	Šperl, Daniel	http://vocab.getty.edu/ulan/500347584	http://id.loc.gov/authorities/names/no2004106981
D. Šperl	Šperl, Daniel	http://vocab.getty.edu/ulan/500347584	http://id.loc.gov/authorities/names/no2004106981
M. Šperl	Šperl, Daniel	http://vocab.getty.edu/ulan/500347584	http://id.loc.gov/authorities/names/no2004106981
M Šperl	Šperl, Daniel	http://vocab.getty.edu/ulan/500347584	http://id.loc.gov/authorities/names/no2004106981
M. Daniel Šperl	Šperl, Daniel	http://vocab.getty.edu/ulan/500347584	http://id.loc.gov/authorities/names/no2004106981
M Daniel Šperl	Šperl, Daniel	http://vocab.getty.edu/ulan/500347584	http://id.loc.gov/authorities/names/no2004106981
Fryderyk Śmieszek	Śmieszek, Fryderyk	http://vocab.getty.edu/ulan/500080222
M. Fryderyk Śmieszek	Śmieszek, Fryderyk	http://vocab.getty.edu/ulan/500080222
M Śmieszek	Śmieszek, Fryderyk	http://vocab.getty.edu/ulan/500080222
F. Śmieszek	Śmieszek, Fryderyk	http://vocab.getty.edu/ulan/500080222
F Śmieszek	Śmieszek, Fryderyk	http://vocab.getty.edu/ulan/500080222
Śmieszek	Śmieszek, Fryderyk	http://vocab.getty.edu/ulan/500080222
M. Śmieszek	Śmieszek, Fryderyk	http://vocab.getty.edu/ulan/500080222
M Fryderyk Śmieszek	Śmieszek, Fryderyk	http://vocab.getty.edu/ulan/500080222
¡Eve	¡Eve	http://vocab.getty.edu/ulan/500353334
Mme. ¡Eve	¡Eve	http://vocab.getty.edu/ulan/500353334
Mme ¡Eve	¡Eve	http://vocab.getty.edu/ulan/500353334
M ... audut jardin (unidentified)	... audut jardin (unidentified)	http://vocab.getty.edu/ulan/500052891
M. ... audut jardin (unidentified)	... audut jardin (unidentified)	http://vocab.getty.edu/ulan/500052891
... audut jardin (unidentified)	... audut jardin (unidentified)	http://vocab.getty.edu/ulan/500052891
Otto Češka	Češka, Otto	http://vocab.getty.edu/ulan/500241343
O. Češka	Češka, Otto	http://vocab.getty.edu/ulan/500241343
M Otto Češka	Češka, Otto	http://vocab.getty.edu/ulan/500241343
M. Češka	Češka, Otto	http://vocab.getty.edu/ulan/500241343
Češka	Češka, Otto	http://vocab.getty.edu/ulan/500241343
M. Otto Češka	Češka, Otto	http://vocab.getty.edu/ulan/500241343
M Češka	Češka, Otto	http://vocab.getty.edu/ulan/500241343
O Češka	Češka, Otto	http://vocab.getty.edu/ulan/500241343
Vladimír Šolc	Šolc, Vladimír	http://vocab.getty.edu/ulan/500248367
M Vladimír Šolc	Šolc, Vladimír	http://vocab.getty.edu/ulan/500248367
M Šolc	Šolc, Vladimír	http://vocab.getty.edu/ulan/500248367
V Šolc	Šolc, Vladimír	http://vocab.getty.edu/ulan/500248367
M. Vladimír Šolc	Šolc, Vladimír	http://vocab.getty.edu/ulan/500248367
M. Šolc	Šolc, Vladimír	http://vocab.getty.edu/ulan/500248367
V. Šolc	Šolc, Vladimír	http://vocab.getty.edu/ulan/500248367
Šolc	Šolc, Vladimír	http://vocab.getty.edu/ulan/500248367
Solc, Vladimir	Šolc, Vladimír	http://vocab.getty.edu/ulan/500248367
Ljudmila Evgen'evna Žogol	Žogol, Ljudmila Evgen' evna	http://vocab.getty.edu/ulan/500070226
L. E. Žogol	Žogol, Ljudmila Evgen' evna	http://vocab.getty.edu/ulan/500070226
Žogol	Žogol, Ljudmila Evgen' evna	http://vocab.getty.edu/ulan/500070226
Mme. Ljudmila Evgen'evna Žogol	Žogol, Ljudmila Evgen' evna	http://vocab.getty.edu/ulan/500070226
Mme Ljudmila Evgen'evna Žogol	Žogol, Ljudmila Evgen' evna	http://vocab.getty.edu/ulan/500070226
Mme Žogol	Žogol, Ljudmila Evgen' evna	http://vocab.getty.edu/ulan/500070226
L E Žogol	Žogol, Ljudmila Evgen' evna	http://vocab.getty.edu/ulan/500070226
Mme. Žogol	Žogol, Ljudmila Evgen' evna	http://vocab.getty.edu/ulan/500070226
Jindřich Škrabal	Škrabal, Jindřich	http://vocab.getty.edu/ulan/500248368
M Škrabal	Škrabal, Jindřich	http://vocab.getty.edu/ulan/500248368
J. Škrabal	Škrabal, Jindřich	http://vocab.getty.edu/ulan/500248368
M. Škrabal	Škrabal, Jindřich	http://vocab.getty.edu/ulan/500248368
M Jindřich Škrabal	Škrabal, Jindřich	http://vocab.getty.edu/ulan/500248368
Škrabal	Škrabal, Jindřich	http://vocab.getty.edu/ulan/500248368
J Škrabal	Škrabal, Jindřich	http://vocab.getty.edu/ulan/500248368
M. Jindřich Škrabal	Škrabal, Jindřich	http://vocab.getty.edu/ulan/500248368
Skrabal, Jindrich	Škrabal, Jindřich	http://vocab.getty.edu/ulan/500248368
Józef Świtkowski	Świtkowski, Józef	http://vocab.getty.edu/ulan/500108832	http://id.loc.gov/authorities/names/no2007062919
M. Świtkowski	Świtkowski, Józef	http://vocab.getty.edu/ulan/500108832	http://id.loc.gov/authorities/names/no2007062919
M Józef Świtkowski	Świtkowski, Józef	http://vocab.getty.edu/ulan/500108832	http://id.loc.gov/authorities/names/no2007062919
J. Świtkowski	Świtkowski, Józef	http://vocab.getty.edu/ulan/500108832	http://id.loc.gov/authorities/names/no2007062919
M. Józef Świtkowski	Świtkowski, Józef	http://vocab.getty.edu/ulan/500108832	http://id.loc.gov/authorities/names/no2007062919
M Świtkowski	Świtkowski, Józef	http://vocab.getty.edu/ulan/500108832	http://id.loc.gov/authorities/names/no2007062919
Świtkowski	Świtkowski, Józef	http://vocab.getty.edu/ulan/500108832	http://id.loc.gov/authorities/names/no2007062919
J Świtkowski	Świtkowski, Józef	http://vocab.getty.edu/ulan/500108832	http://id.loc.gov/authorities/names/no2007062919
Anglada, Pere ça	Ça Anglada, Pere	http://vocab.getty.edu/ulan/500035582
Ça Anglada	Ça Anglada, Pere	http://vocab.getty.edu/ulan/500035582
P Ça Anglada	Ça Anglada, Pere	http://vocab.getty.edu/ulan/500035582
M Ça Anglada	Ça Anglada, Pere	http://vocab.getty.edu/ulan/500035582
P. Ça Anglada	Ça Anglada, Pere	http://vocab.getty.edu/ulan/500035582
M. Ça Anglada	Ça Anglada, Pere	http://vocab.getty.edu/ulan/500035582
Pere Ça Anglada	Ça Anglada, Pere	http://vocab.getty.edu/ulan/500035582
M. Pere Ça Anglada	Ça Anglada, Pere	http://vocab.getty.edu/ulan/500035582
M Pere Ça Anglada	Ça Anglada, Pere	http://vocab.getty.edu/ulan/500035582
Pere ça Anglada	Ça Anglada, Pere	http://vocab.getty.edu/ulan/500035582
Anglada,  Pedro ça	Ça Anglada, Pere	http://vocab.getty.edu/ulan/500035582
Canglada, Pere	Ça Anglada, Pere	http://vocab.getty.edu/ulan/500035582
Sanglada, Pere	Ça Anglada, Pere	http://vocab.getty.edu/ulan/500035582
Senglada, Pere	Ça Anglada, Pere	http://vocab.getty.edu/ulan/500035582
Sanglada, Pedro	Ça Anglada, Pere	http://vocab.getty.edu/ulan/500035582
Jón Gunnar Árnason	Árnason, Jón Gunnar	http://vocab.getty.edu/ulan/500121996	http://id.loc.gov/authorities/names/n95019353
Árnason	Árnason, Jón Gunnar	http://vocab.getty.edu/ulan/500121996	http://id.loc.gov/authorities/names/n95019353
J G Árnason	Árnason, Jón Gunnar	http://vocab.getty.edu/ulan/500121996	http://id.loc.gov/authorities/names/n95019353
J. G. Árnason	Árnason, Jón Gunnar	http://vocab.getty.edu/ulan/500121996	http://id.loc.gov/authorities/names/n95019353
M. Jón Gunnar Árnason	Árnason, Jón Gunnar	http://vocab.getty.edu/ulan/500121996	http://id.loc.gov/authorities/names/n95019353
M Jón Gunnar Árnason	Árnason, Jón Gunnar	http://vocab.getty.edu/ulan/500121996	http://id.loc.gov/authorities/names/n95019353
M Árnason	Árnason, Jón Gunnar	http://vocab.getty.edu/ulan/500121996	http://id.loc.gov/authorities/names/n95019353
M. Árnason	Árnason, Jón Gunnar	http://vocab.getty.edu/ulan/500121996	http://id.loc.gov/authorities/names/n95019353
Semen Fedorovič Ščedrin	Ščedrin, Semen Fedorovič	http://vocab.getty.edu/ulan/500120863
M. Ščedrin	Ščedrin, Semen Fedorovič	http://vocab.getty.edu/ulan/500120863
M Semen Fedorovič Ščedrin	Ščedrin, Semen Fedorovič	http://vocab.getty.edu/ulan/500120863
Ščedrin	Ščedrin, Semen Fedorovič	http://vocab.getty.edu/ulan/500120863
M. Semen Fedorovič Ščedrin	Ščedrin, Semen Fedorovič	http://vocab.getty.edu/ulan/500120863
S F Ščedrin	Ščedrin, Semen Fedorovič	http://vocab.getty.edu/ulan/500120863
S. F. Ščedrin	Ščedrin, Semen Fedorovič	http://vocab.getty.edu/ulan/500120863
M Ščedrin	Ščedrin, Semen Fedorovič	http://vocab.getty.edu/ulan/500120863
Schtschedrin, Simon	Ščedrin, Semen Fedorovič	http://vocab.getty.edu/ulan/500120863
Shchedrin, Seymon Feodorovich	Ščedrin, Semen Fedorovič	http://vocab.getty.edu/ulan/500120863
Shchedrin, Semen Fedorovich	Ščedrin, Semen Fedorovič	http://vocab.getty.edu/ulan/500120863
Semen Fedorovich Shchedrin	Ščedrin, Semen Fedorovič	http://vocab.getty.edu/ulan/500120863
HörÐur Ágústsson	Ágústsson, HörÐur	http://vocab.getty.edu/ulan/500121997
H Ð Ágústsson	Ágústsson, HörÐur	http://vocab.getty.edu/ulan/500121997
M HörÐur Ágústsson	Ágústsson, HörÐur	http://vocab.getty.edu/ulan/500121997
H. Ð. Ágústsson	Ágústsson, HörÐur	http://vocab.getty.edu/ulan/500121997
M. Ágústsson	Ágústsson, HörÐur	http://vocab.getty.edu/ulan/500121997
Ágústsson	Ágústsson, HörÐur	http://vocab.getty.edu/ulan/500121997
M Ágústsson	Ágústsson, HörÐur	http://vocab.getty.edu/ulan/500121997
M. HörÐur Ágústsson	Ágústsson, HörÐur	http://vocab.getty.edu/ulan/500121997
Václav Šebek	Šebek, Václav	http://vocab.getty.edu/ulan/500111806
V Šebek	Šebek, Václav	http://vocab.getty.edu/ulan/500111806
M Václav Šebek	Šebek, Václav	http://vocab.getty.edu/ulan/500111806
V. Šebek	Šebek, Václav	http://vocab.getty.edu/ulan/500111806
Šebek	Šebek, Václav	http://vocab.getty.edu/ulan/500111806
M Šebek	Šebek, Václav	http://vocab.getty.edu/ulan/500111806
M. Václav Šebek	Šebek, Václav	http://vocab.getty.edu/ulan/500111806
M. Šebek	Šebek, Václav	http://vocab.getty.edu/ulan/500111806
Šebek, Vʹaclav	Šebek, Václav	http://vocab.getty.edu/ulan/500111806
Vytautas Čekanāuskas	Čekanāuskas, Vytautas	http://vocab.getty.edu/ulan/500121205
M. Vytautas Čekanāuskas	Čekanāuskas, Vytautas	http://vocab.getty.edu/ulan/500121205
Čekanāuskas	Čekanāuskas, Vytautas	http://vocab.getty.edu/ulan/500121205
M Vytautas Čekanāuskas	Čekanāuskas, Vytautas	http://vocab.getty.edu/ulan/500121205
V Čekanāuskas	Čekanāuskas, Vytautas	http://vocab.getty.edu/ulan/500121205
M Čekanāuskas	Čekanāuskas, Vytautas	http://vocab.getty.edu/ulan/500121205
M. Čekanāuskas	Čekanāuskas, Vytautas	http://vocab.getty.edu/ulan/500121205
V. Čekanāuskas	Čekanāuskas, Vytautas	http://vocab.getty.edu/ulan/500121205
Chekanauskas, Vitautas	Čekanāuskas, Vytautas	http://vocab.getty.edu/ulan/500121205
Johann Georg Üblhör	Üblhör, Johann Georg	http://vocab.getty.edu/ulan/500072675
J. G. Üblhör	Üblhör, Johann Georg	http://vocab.getty.edu/ulan/500072675
Üblhör	Üblhör, Johann Georg	http://vocab.getty.edu/ulan/500072675
M. Üblhör	Üblhör, Johann Georg	http://vocab.getty.edu/ulan/500072675
M. Johann Georg Üblhör	Üblhör, Johann Georg	http://vocab.getty.edu/ulan/500072675
J G Üblhör	Üblhör, Johann Georg	http://vocab.getty.edu/ulan/500072675
M Johann Georg Üblhör	Üblhör, Johann Georg	http://vocab.getty.edu/ulan/500072675
M Üblhör	Üblhör, Johann Georg	http://vocab.getty.edu/ulan/500072675
Anan	Ānanda	http://vocab.getty.edu/ulan/500372530	http://id.loc.gov/authorities/names/n82036168
M. Ānanda	Ānanda	http://vocab.getty.edu/ulan/500372530	http://id.loc.gov/authorities/names/n82036168
M Ānanda	Ānanda	http://vocab.getty.edu/ulan/500372530	http://id.loc.gov/authorities/names/n82036168
Ānanda	Ānanda	http://vocab.getty.edu/ulan/500372530	http://id.loc.gov/authorities/names/n82036168
Ananda	Ānanda	http://vocab.getty.edu/ulan/500372530	http://id.loc.gov/authorities/names/n82036168
Anand	Ānanda	http://vocab.getty.edu/ulan/500372530	http://id.loc.gov/authorities/names/n82036168
阿難	Ānanda	http://vocab.getty.edu/ulan/500372530	http://id.loc.gov/authorities/names/n82036168
Ānanda Hāmuduruvō	Ānanda	http://vocab.getty.edu/ulan/500372530	http://id.loc.gov/authorities/names/n82036168
Ananda Himi	Ānanda	http://vocab.getty.edu/ulan/500372530	http://id.loc.gov/authorities/names/n82036168
Chʻing-hsi	Ānanda	http://vocab.getty.edu/ulan/500372530	http://id.loc.gov/authorities/names/n82036168
O-nan-tʻo	Ānanda	http://vocab.getty.edu/ulan/500372530	http://id.loc.gov/authorities/names/n82036168
Tamorī	Ānanda	http://vocab.getty.edu/ulan/500372530	http://id.loc.gov/authorities/names/n82036168
Artur Żmijewski	Żmijewski, Artur	http://vocab.getty.edu/ulan/500353444	http://id.loc.gov/authorities/names/no2004026789
A. Żmijewski	Żmijewski, Artur	http://vocab.getty.edu/ulan/500353444	http://id.loc.gov/authorities/names/no2004026789
A Żmijewski	Żmijewski, Artur	http://vocab.getty.edu/ulan/500353444	http://id.loc.gov/authorities/names/no2004026789
M. Żmijewski	Żmijewski, Artur	http://vocab.getty.edu/ulan/500353444	http://id.loc.gov/authorities/names/no2004026789
M Żmijewski	Żmijewski, Artur	http://vocab.getty.edu/ulan/500353444	http://id.loc.gov/authorities/names/no2004026789
M. Artur Żmijewski	Żmijewski, Artur	http://vocab.getty.edu/ulan/500353444	http://id.loc.gov/authorities/names/no2004026789
Żmijewski	Żmijewski, Artur	http://vocab.getty.edu/ulan/500353444	http://id.loc.gov/authorities/names/no2004026789
