Carol Jackson	Jackson, Carol	http://vocab.getty.edu/ulan/500332505
M Prince of Wales@en James	James, Prince of Wales@en	http://vocab.getty.edu/ulan/500354112	http://id.loc.gov/authorities/names/n50028952
James	James, Prince of Wales@en	http://vocab.getty.edu/ulan/500354112	http://id.loc.gov/authorities/names/n50028952
M. James	James, Prince of Wales@en	http://vocab.getty.edu/ulan/500354112	http://id.loc.gov/authorities/names/n50028952
M James	James, Prince of Wales@en	http://vocab.getty.edu/ulan/500354112	http://id.loc.gov/authorities/names/n50028952
Prince of Wales@en James	James, Prince of Wales@en	http://vocab.getty.edu/ulan/500354112	http://id.loc.gov/authorities/names/n50028952
P W James	James, Prince of Wales@en	http://vocab.getty.edu/ulan/500354112	http://id.loc.gov/authorities/names/n50028952
P. W. James	James, Prince of Wales@en	http://vocab.getty.edu/ulan/500354112	http://id.loc.gov/authorities/names/n50028952
James Francis Edward Stuart	James, Prince of Wales@en	http://vocab.getty.edu/ulan/500354112	http://id.loc.gov/authorities/names/n50028952
James Edward, the Old Pretender	James, Prince of Wales@en	http://vocab.getty.edu/ulan/500354112	http://id.loc.gov/authorities/names/n50028952
St. George, chevalier de	James, Prince of Wales@en	http://vocab.getty.edu/ulan/500354112	http://id.loc.gov/authorities/names/n50028952
James, the Old Pretender	James, Prince of Wales@en	http://vocab.getty.edu/ulan/500354112	http://id.loc.gov/authorities/names/n50028952
Jacques Édouard Stuart	James, Prince of Wales@en	http://vocab.getty.edu/ulan/500354112	http://id.loc.gov/authorities/names/n50028952
James, prince de Galles	James, Prince of Wales@en	http://vocab.getty.edu/ulan/500354112	http://id.loc.gov/authorities/names/n50028952
James Francis Edward Stuart, re pretendente di Gran Bretagna	James, Prince of Wales@en	http://vocab.getty.edu/ulan/500354112	http://id.loc.gov/authorities/names/n50028952
Evandro Carlos Jardim	Jardim, Evandro Carlos	http://vocab.getty.edu/ulan/500356498	http://id.loc.gov/authorities/names/n98911221
M. Jardim	Jardim, Evandro Carlos	http://vocab.getty.edu/ulan/500356498	http://id.loc.gov/authorities/names/n98911221
M. Evandro Carlos Jardim	Jardim, Evandro Carlos	http://vocab.getty.edu/ulan/500356498	http://id.loc.gov/authorities/names/n98911221
Jardim	Jardim, Evandro Carlos	http://vocab.getty.edu/ulan/500356498	http://id.loc.gov/authorities/names/n98911221
M Jardim	Jardim, Evandro Carlos	http://vocab.getty.edu/ulan/500356498	http://id.loc.gov/authorities/names/n98911221
M Evandro Carlos Jardim	Jardim, Evandro Carlos	http://vocab.getty.edu/ulan/500356498	http://id.loc.gov/authorities/names/n98911221
E. C. Jardim	Jardim, Evandro Carlos	http://vocab.getty.edu/ulan/500356498	http://id.loc.gov/authorities/names/n98911221
E C Jardim	Jardim, Evandro Carlos	http://vocab.getty.edu/ulan/500356498	http://id.loc.gov/authorities/names/n98911221
Jardim, Evandro Carlos Frascá Poyares	Jardim, Evandro Carlos	http://vocab.getty.edu/ulan/500356498	http://id.loc.gov/authorities/names/n98911221
Gerald Jarman	Jarman, Gerald	http://vocab.getty.edu/ulan/500073624
M Jarman	Jarman, Gerald	http://vocab.getty.edu/ulan/500073624
G. Jarman	Jarman, Gerald	http://vocab.getty.edu/ulan/500073624
M. Jarman	Jarman, Gerald	http://vocab.getty.edu/ulan/500073624
M Gerald Jarman	Jarman, Gerald	http://vocab.getty.edu/ulan/500073624
Jarman	Jarman, Gerald	http://vocab.getty.edu/ulan/500073624
G Jarman	Jarman, Gerald	http://vocab.getty.edu/ulan/500073624
M. Gerald Jarman	Jarman, Gerald	http://vocab.getty.edu/ulan/500073624
Benjamín Jiménez Blanco	Jiménez Blanco, Benjamín	http://vocab.getty.edu/ulan/500239332
M Jiménez Blanco	Jiménez Blanco, Benjamín	http://vocab.getty.edu/ulan/500239332
M Benjamín Jiménez Blanco	Jiménez Blanco, Benjamín	http://vocab.getty.edu/ulan/500239332
M. Benjamín Jiménez Blanco	Jiménez Blanco, Benjamín	http://vocab.getty.edu/ulan/500239332
M. Jiménez Blanco	Jiménez Blanco, Benjamín	http://vocab.getty.edu/ulan/500239332
B. Jiménez Blanco	Jiménez Blanco, Benjamín	http://vocab.getty.edu/ulan/500239332
B Jiménez Blanco	Jiménez Blanco, Benjamín	http://vocab.getty.edu/ulan/500239332
Jiménez Blanco	Jiménez Blanco, Benjamín	http://vocab.getty.edu/ulan/500239332
M Jacobi (unidentified)	Jacobi (unidentified)	http://vocab.getty.edu/ulan/500051666
M. Jacobi (unidentified)	Jacobi (unidentified)	http://vocab.getty.edu/ulan/500051666
Jacobi (unidentified)	Jacobi (unidentified)	http://vocab.getty.edu/ulan/500051666
Reese Jones	Jones, Reese	http://vocab.getty.edu/ulan/500222903
M Reese Jones	Jones, Reese	http://vocab.getty.edu/ulan/500222903
Jones	Jones, Reese	http://vocab.getty.edu/ulan/500222903
M. Reese Jones	Jones, Reese	http://vocab.getty.edu/ulan/500222903
M Jones	Jones, Reese	http://vocab.getty.edu/ulan/500222903
M. Jones	Jones, Reese	http://vocab.getty.edu/ulan/500222903
R Jones	Jones, Reese	http://vocab.getty.edu/ulan/500222903
R. Jones	Jones, Reese	http://vocab.getty.edu/ulan/500222903
Patrick Jouin	Jouin, Patrick	http://vocab.getty.edu/ulan/500267457	http://id.loc.gov/authorities/names/no2006082949
M. Patrick Jouin	Jouin, Patrick	http://vocab.getty.edu/ulan/500267457	http://id.loc.gov/authorities/names/no2006082949
P. Jouin	Jouin, Patrick	http://vocab.getty.edu/ulan/500267457	http://id.loc.gov/authorities/names/no2006082949
M. Jouin	Jouin, Patrick	http://vocab.getty.edu/ulan/500267457	http://id.loc.gov/authorities/names/no2006082949
M Patrick Jouin	Jouin, Patrick	http://vocab.getty.edu/ulan/500267457	http://id.loc.gov/authorities/names/no2006082949
M Jouin	Jouin, Patrick	http://vocab.getty.edu/ulan/500267457	http://id.loc.gov/authorities/names/no2006082949
Jouin	Jouin, Patrick	http://vocab.getty.edu/ulan/500267457	http://id.loc.gov/authorities/names/no2006082949
P Jouin	Jouin, Patrick	http://vocab.getty.edu/ulan/500267457	http://id.loc.gov/authorities/names/no2006082949
Dachun Ji	Ji, Dachun	http://vocab.getty.edu/ulan/500341589	http://id.loc.gov/authorities/names/nr2005020085
D. Ji	Ji, Dachun	http://vocab.getty.edu/ulan/500341589	http://id.loc.gov/authorities/names/nr2005020085
M Dachun Ji	Ji, Dachun	http://vocab.getty.edu/ulan/500341589	http://id.loc.gov/authorities/names/nr2005020085
Ji	Ji, Dachun	http://vocab.getty.edu/ulan/500341589	http://id.loc.gov/authorities/names/nr2005020085
M Ji	Ji, Dachun	http://vocab.getty.edu/ulan/500341589	http://id.loc.gov/authorities/names/nr2005020085
M. Ji	Ji, Dachun	http://vocab.getty.edu/ulan/500341589	http://id.loc.gov/authorities/names/nr2005020085
D Ji	Ji, Dachun	http://vocab.getty.edu/ulan/500341589	http://id.loc.gov/authorities/names/nr2005020085
M. Dachun Ji	Ji, Dachun	http://vocab.getty.edu/ulan/500341589	http://id.loc.gov/authorities/names/nr2005020085
季大纯	Ji, Dachun	http://vocab.getty.edu/ulan/500341589	http://id.loc.gov/authorities/names/nr2005020085
Joseph Gerardus van Jole	Jole, Joseph Gerardus van	http://vocab.getty.edu/ulan/500072164
M. Jole	Jole, Joseph Gerardus van	http://vocab.getty.edu/ulan/500072164
Jole	Jole, Joseph Gerardus van	http://vocab.getty.edu/ulan/500072164
M. Joseph Gerardus van Jole	Jole, Joseph Gerardus van	http://vocab.getty.edu/ulan/500072164
J. G. Jole	Jole, Joseph Gerardus van	http://vocab.getty.edu/ulan/500072164
J G Jole	Jole, Joseph Gerardus van	http://vocab.getty.edu/ulan/500072164
M Jole	Jole, Joseph Gerardus van	http://vocab.getty.edu/ulan/500072164
M Joseph Gerardus van Jole	Jole, Joseph Gerardus van	http://vocab.getty.edu/ulan/500072164
Joseph Gerhardus Van Jole	Jole, Joseph Gerardus van	http://vocab.getty.edu/ulan/500072164
Jole, Joseph Gerhardus Van	Jole, Joseph Gerardus van	http://vocab.getty.edu/ulan/500072164
Barbara Piasecka Johnson	Johnson, Barbara Piasecka	http://vocab.getty.edu/ulan/500340335	http://id.loc.gov/authorities/names/nr90019302
M Barbara Piasecka Johnson	Johnson, Barbara Piasecka	http://vocab.getty.edu/ulan/500340335	http://id.loc.gov/authorities/names/nr90019302
Johnson	Johnson, Barbara Piasecka	http://vocab.getty.edu/ulan/500340335	http://id.loc.gov/authorities/names/nr90019302
B P Johnson	Johnson, Barbara Piasecka	http://vocab.getty.edu/ulan/500340335	http://id.loc.gov/authorities/names/nr90019302
M Johnson	Johnson, Barbara Piasecka	http://vocab.getty.edu/ulan/500340335	http://id.loc.gov/authorities/names/nr90019302
M. Johnson	Johnson, Barbara Piasecka	http://vocab.getty.edu/ulan/500340335	http://id.loc.gov/authorities/names/nr90019302
B. P. Johnson	Johnson, Barbara Piasecka	http://vocab.getty.edu/ulan/500340335	http://id.loc.gov/authorities/names/nr90019302
M. Barbara Piasecka Johnson	Johnson, Barbara Piasecka	http://vocab.getty.edu/ulan/500340335	http://id.loc.gov/authorities/names/nr90019302
Piasecka Johnson, Barbara	Johnson, Barbara Piasecka	http://vocab.getty.edu/ulan/500340335	http://id.loc.gov/authorities/names/nr90019302
Johnson, Basia	Johnson, Barbara Piasecka	http://vocab.getty.edu/ulan/500340335	http://id.loc.gov/authorities/names/nr90019302
Piasecka, Barbara	Johnson, Barbara Piasecka	http://vocab.getty.edu/ulan/500340335	http://id.loc.gov/authorities/names/nr90019302
Lindsay Johnston	Johnston, Lindsay	http://vocab.getty.edu/ulan/500275881
M Lindsay Johnston	Johnston, Lindsay	http://vocab.getty.edu/ulan/500275881
M Johnston	Johnston, Lindsay	http://vocab.getty.edu/ulan/500275881
L. Johnston	Johnston, Lindsay	http://vocab.getty.edu/ulan/500275881
Johnston	Johnston, Lindsay	http://vocab.getty.edu/ulan/500275881
M. Johnston	Johnston, Lindsay	http://vocab.getty.edu/ulan/500275881
M. Lindsay Johnston	Johnston, Lindsay	http://vocab.getty.edu/ulan/500275881
L Johnston	Johnston, Lindsay	http://vocab.getty.edu/ulan/500275881
Heather Johnston	Johnston, Heather	http://vocab.getty.edu/ulan/500275882
Mme. Johnston	Johnston, Heather	http://vocab.getty.edu/ulan/500275882
H. Johnston	Johnston, Heather	http://vocab.getty.edu/ulan/500275882
Mme. Heather Johnston	Johnston, Heather	http://vocab.getty.edu/ulan/500275882
Mme Heather Johnston	Johnston, Heather	http://vocab.getty.edu/ulan/500275882
H Johnston	Johnston, Heather	http://vocab.getty.edu/ulan/500275882
Johnston	Johnston, Heather	http://vocab.getty.edu/ulan/500275882
Mme Johnston	Johnston, Heather	http://vocab.getty.edu/ulan/500275882
Angel Juvé i Escriu	Juvé i Escriu, Angel	http://vocab.getty.edu/ulan/500245099
M. Juvé i Escriu	Juvé i Escriu, Angel	http://vocab.getty.edu/ulan/500245099
M Juvé i Escriu	Juvé i Escriu, Angel	http://vocab.getty.edu/ulan/500245099
Juvé i Escriu	Juvé i Escriu, Angel	http://vocab.getty.edu/ulan/500245099
A Juvé i Escriu	Juvé i Escriu, Angel	http://vocab.getty.edu/ulan/500245099
A. Juvé i Escriu	Juvé i Escriu, Angel	http://vocab.getty.edu/ulan/500245099
M. Angel Juvé i Escriu	Juvé i Escriu, Angel	http://vocab.getty.edu/ulan/500245099
M Angel Juvé i Escriu	Juvé i Escriu, Angel	http://vocab.getty.edu/ulan/500245099
Juvé, Angel	Juvé i Escriu, Angel	http://vocab.getty.edu/ulan/500245099
Mimmo Jodice	Jodice, Mimmo	http://vocab.getty.edu/ulan/500277955	http://id.loc.gov/authorities/names/n81119025
Jodice	Jodice, Mimmo	http://vocab.getty.edu/ulan/500277955	http://id.loc.gov/authorities/names/n81119025
M. Mimmo Jodice	Jodice, Mimmo	http://vocab.getty.edu/ulan/500277955	http://id.loc.gov/authorities/names/n81119025
M Jodice	Jodice, Mimmo	http://vocab.getty.edu/ulan/500277955	http://id.loc.gov/authorities/names/n81119025
M. Jodice	Jodice, Mimmo	http://vocab.getty.edu/ulan/500277955	http://id.loc.gov/authorities/names/n81119025
M Mimmo Jodice	Jodice, Mimmo	http://vocab.getty.edu/ulan/500277955	http://id.loc.gov/authorities/names/n81119025
Iodice, Mimmo	Jodice, Mimmo	http://vocab.getty.edu/ulan/500277955	http://id.loc.gov/authorities/names/n81119025
Cornelis De Jonker	Jonker, Cornelis de	http://vocab.getty.edu/ulan/500085277
M. Cornelis de Jonker	Jonker, Cornelis de	http://vocab.getty.edu/ulan/500085277
C de Jonker	Jonker, Cornelis de	http://vocab.getty.edu/ulan/500085277
Cornelis de Jonker	Jonker, Cornelis de	http://vocab.getty.edu/ulan/500085277
M. de Jonker	Jonker, Cornelis de	http://vocab.getty.edu/ulan/500085277
M de Jonker	Jonker, Cornelis de	http://vocab.getty.edu/ulan/500085277
Jonker	Jonker, Cornelis de	http://vocab.getty.edu/ulan/500085277
M Cornelis de Jonker	Jonker, Cornelis de	http://vocab.getty.edu/ulan/500085277
De Jonker	Jonker, Cornelis de	http://vocab.getty.edu/ulan/500085277
C Jonker	Jonker, Cornelis de	http://vocab.getty.edu/ulan/500085277
C. Jonker	Jonker, Cornelis de	http://vocab.getty.edu/ulan/500085277
M Jonker	Jonker, Cornelis de	http://vocab.getty.edu/ulan/500085277
M De Jonker	Jonker, Cornelis de	http://vocab.getty.edu/ulan/500085277
C. de Jonker	Jonker, Cornelis de	http://vocab.getty.edu/ulan/500085277
C De Jonker	Jonker, Cornelis de	http://vocab.getty.edu/ulan/500085277
M. De Jonker	Jonker, Cornelis de	http://vocab.getty.edu/ulan/500085277
C. De Jonker	Jonker, Cornelis de	http://vocab.getty.edu/ulan/500085277
M. Jonker	Jonker, Cornelis de	http://vocab.getty.edu/ulan/500085277
de Jonker	Jonker, Cornelis de	http://vocab.getty.edu/ulan/500085277
Jonker, Cornelis De	Jonker, Cornelis de	http://vocab.getty.edu/ulan/500085277
Jakob Jung	Jung, Jakob	http://vocab.getty.edu/ulan/500111000
Jung	Jung, Jakob	http://vocab.getty.edu/ulan/500111000
M. Jung	Jung, Jakob	http://vocab.getty.edu/ulan/500111000
J Jung	Jung, Jakob	http://vocab.getty.edu/ulan/500111000
J. Jung	Jung, Jakob	http://vocab.getty.edu/ulan/500111000
M Jung	Jung, Jakob	http://vocab.getty.edu/ulan/500111000
M. Jakob Jung	Jung, Jakob	http://vocab.getty.edu/ulan/500111000
M Jakob Jung	Jung, Jakob	http://vocab.getty.edu/ulan/500111000
Jung, Jacob	Jung, Jakob	http://vocab.getty.edu/ulan/500111000
Jung, Johann Jakob	Jung, Jakob	http://vocab.getty.edu/ulan/500111000
Johann Jakob	Jung, Jakob	http://vocab.getty.edu/ulan/500111000
Manuel Jacome	Jacome, Manuel	http://vocab.getty.edu/ulan/500239342
M Jacome	Jacome, Manuel	http://vocab.getty.edu/ulan/500239342
M Manuel Jacome	Jacome, Manuel	http://vocab.getty.edu/ulan/500239342
M. Manuel Jacome	Jacome, Manuel	http://vocab.getty.edu/ulan/500239342
M. Jacome	Jacome, Manuel	http://vocab.getty.edu/ulan/500239342
Jacome	Jacome, Manuel	http://vocab.getty.edu/ulan/500239342
Karl Junker	Junker, Karl	http://vocab.getty.edu/ulan/500245091	http://id.loc.gov/authorities/names/n84179713
Junker	Junker, Karl	http://vocab.getty.edu/ulan/500245091	http://id.loc.gov/authorities/names/n84179713
M. Junker	Junker, Karl	http://vocab.getty.edu/ulan/500245091	http://id.loc.gov/authorities/names/n84179713
M Karl Junker	Junker, Karl	http://vocab.getty.edu/ulan/500245091	http://id.loc.gov/authorities/names/n84179713
M. Karl Junker	Junker, Karl	http://vocab.getty.edu/ulan/500245091	http://id.loc.gov/authorities/names/n84179713
K Junker	Junker, Karl	http://vocab.getty.edu/ulan/500245091	http://id.loc.gov/authorities/names/n84179713
M Junker	Junker, Karl	http://vocab.getty.edu/ulan/500245091	http://id.loc.gov/authorities/names/n84179713
K. Junker	Junker, Karl	http://vocab.getty.edu/ulan/500245091	http://id.loc.gov/authorities/names/n84179713
Gervase Jackson-Stops	Jackson Stops, Gervase	http://vocab.getty.edu/ulan/500245096	http://id.loc.gov/authorities/names/n82078423
M. Gervase Jackson Stops	Jackson Stops, Gervase	http://vocab.getty.edu/ulan/500245096	http://id.loc.gov/authorities/names/n82078423
Jackson Stops	Jackson Stops, Gervase	http://vocab.getty.edu/ulan/500245096	http://id.loc.gov/authorities/names/n82078423
M. Jackson Stops	Jackson Stops, Gervase	http://vocab.getty.edu/ulan/500245096	http://id.loc.gov/authorities/names/n82078423
M Jackson Stops	Jackson Stops, Gervase	http://vocab.getty.edu/ulan/500245096	http://id.loc.gov/authorities/names/n82078423
G Jackson Stops	Jackson Stops, Gervase	http://vocab.getty.edu/ulan/500245096	http://id.loc.gov/authorities/names/n82078423
G. Jackson Stops	Jackson Stops, Gervase	http://vocab.getty.edu/ulan/500245096	http://id.loc.gov/authorities/names/n82078423
Gervase Jackson Stops	Jackson Stops, Gervase	http://vocab.getty.edu/ulan/500245096	http://id.loc.gov/authorities/names/n82078423
M Gervase Jackson Stops	Jackson Stops, Gervase	http://vocab.getty.edu/ulan/500245096	http://id.loc.gov/authorities/names/n82078423
Stops, Gervase Jackson-	Jackson Stops, Gervase	http://vocab.getty.edu/ulan/500245096	http://id.loc.gov/authorities/names/n82078423
William Franklin Jackson	Jackson, William Franklin	http://vocab.getty.edu/ulan/500065445	http://id.loc.gov/authorities/names/no2010019156
W. F. Jackson	Jackson, William Franklin	http://vocab.getty.edu/ulan/500065445	http://id.loc.gov/authorities/names/no2010019156
M. Jackson	Jackson, William Franklin	http://vocab.getty.edu/ulan/500065445	http://id.loc.gov/authorities/names/no2010019156
M William Franklin Jackson	Jackson, William Franklin	http://vocab.getty.edu/ulan/500065445	http://id.loc.gov/authorities/names/no2010019156
M Jackson	Jackson, William Franklin	http://vocab.getty.edu/ulan/500065445	http://id.loc.gov/authorities/names/no2010019156
W F Jackson	Jackson, William Franklin	http://vocab.getty.edu/ulan/500065445	http://id.loc.gov/authorities/names/no2010019156
M. William Franklin Jackson	Jackson, William Franklin	http://vocab.getty.edu/ulan/500065445	http://id.loc.gov/authorities/names/no2010019156
Jackson	Jackson, William Franklin	http://vocab.getty.edu/ulan/500065445	http://id.loc.gov/authorities/names/no2010019156
Jackson, William F.	Jackson, William Franklin	http://vocab.getty.edu/ulan/500065445	http://id.loc.gov/authorities/names/no2010019156
Jackson, Will F.	Jackson, William Franklin	http://vocab.getty.edu/ulan/500065445	http://id.loc.gov/authorities/names/no2010019156
Will F. Jackson	Jackson, William Franklin	http://vocab.getty.edu/ulan/500065445	http://id.loc.gov/authorities/names/no2010019156
Fra Jacopo	Jacopo, Fra	http://vocab.getty.edu/ulan/500091996
M Fra Jacopo	Jacopo, Fra	http://vocab.getty.edu/ulan/500091996
F. Jacopo	Jacopo, Fra	http://vocab.getty.edu/ulan/500091996
Jacopo	Jacopo, Fra	http://vocab.getty.edu/ulan/500091996
M. Jacopo	Jacopo, Fra	http://vocab.getty.edu/ulan/500091996
M. Fra Jacopo	Jacopo, Fra	http://vocab.getty.edu/ulan/500091996
F Jacopo	Jacopo, Fra	http://vocab.getty.edu/ulan/500091996
M Jacopo	Jacopo, Fra	http://vocab.getty.edu/ulan/500091996
Raphael Justewicz	Justewicz, Raphael	http://vocab.getty.edu/ulan/500268142
M Justewicz	Justewicz, Raphael	http://vocab.getty.edu/ulan/500268142
M. Justewicz	Justewicz, Raphael	http://vocab.getty.edu/ulan/500268142
R Justewicz	Justewicz, Raphael	http://vocab.getty.edu/ulan/500268142
Justewicz	Justewicz, Raphael	http://vocab.getty.edu/ulan/500268142
R. Justewicz	Justewicz, Raphael	http://vocab.getty.edu/ulan/500268142
M Raphael Justewicz	Justewicz, Raphael	http://vocab.getty.edu/ulan/500268142
M. Raphael Justewicz	Justewicz, Raphael	http://vocab.getty.edu/ulan/500268142
Edwin Jackson	Jackson, Edwin	http://vocab.getty.edu/ulan/500227816
M Edwin Jackson	Jackson, Edwin	http://vocab.getty.edu/ulan/500227816
M. Jackson	Jackson, Edwin	http://vocab.getty.edu/ulan/500227816
M Jackson	Jackson, Edwin	http://vocab.getty.edu/ulan/500227816
E. Jackson	Jackson, Edwin	http://vocab.getty.edu/ulan/500227816
E Jackson	Jackson, Edwin	http://vocab.getty.edu/ulan/500227816
M. Edwin Jackson	Jackson, Edwin	http://vocab.getty.edu/ulan/500227816
Jackson	Jackson, Edwin	http://vocab.getty.edu/ulan/500227816
Lee Jaffe	Jaffe, Lee	http://vocab.getty.edu/ulan/500082257	http://id.loc.gov/authorities/names/n93044113
M. Jaffe	Jaffe, Lee	http://vocab.getty.edu/ulan/500082257	http://id.loc.gov/authorities/names/n93044113
Jaffe	Jaffe, Lee	http://vocab.getty.edu/ulan/500082257	http://id.loc.gov/authorities/names/n93044113
L. Jaffe	Jaffe, Lee	http://vocab.getty.edu/ulan/500082257	http://id.loc.gov/authorities/names/n93044113
M Jaffe	Jaffe, Lee	http://vocab.getty.edu/ulan/500082257	http://id.loc.gov/authorities/names/n93044113
L Jaffe	Jaffe, Lee	http://vocab.getty.edu/ulan/500082257	http://id.loc.gov/authorities/names/n93044113
M Lee Jaffe	Jaffe, Lee	http://vocab.getty.edu/ulan/500082257	http://id.loc.gov/authorities/names/n93044113
M. Lee Jaffe	Jaffe, Lee	http://vocab.getty.edu/ulan/500082257	http://id.loc.gov/authorities/names/n93044113
