Barbara Karinska	Karinska, Barbara (1886-1983)	http://data.bnf.fr/ark:/12148/cb148494931#foaf:Person
M Keulemans	Keulemans, Johannes Gerardus (1842-1912)	http://data.bnf.fr/ark:/12148/cb14971107n#foaf:Person	http://dbpedia.org/resource/John_Gerrard_Keulemans
M Johannes Gerardus Keulemans	Keulemans, Johannes Gerardus (1842-1912)	http://data.bnf.fr/ark:/12148/cb14971107n#foaf:Person	http://dbpedia.org/resource/John_Gerrard_Keulemans
M. Keulemans	Keulemans, Johannes Gerardus (1842-1912)	http://data.bnf.fr/ark:/12148/cb14971107n#foaf:Person	http://dbpedia.org/resource/John_Gerrard_Keulemans
M. Johannes Gerardus Keulemans	Keulemans, Johannes Gerardus (1842-1912)	http://data.bnf.fr/ark:/12148/cb14971107n#foaf:Person	http://dbpedia.org/resource/John_Gerrard_Keulemans
A. Bernard	Kurella, Alfred (1895-1975)	http://data.bnf.fr/ark:/12148/cb12678219t#foaf:Person	http://www.idref.fr/081148259
Alfred Kurella	Kurella, Alfred (1895-1975)	http://data.bnf.fr/ark:/12148/cb12678219t#foaf:Person	http://www.idref.fr/081148259
Kurella	Kurella, Alfred (1895-1975)	http://data.bnf.fr/ark:/12148/cb12678219t#foaf:Person	http://www.idref.fr/081148259
A Kurella	Kurella, Alfred (1895-1975)	http://data.bnf.fr/ark:/12148/cb12678219t#foaf:Person	http://www.idref.fr/081148259
A. Kurella	Kurella, Alfred (1895-1975)	http://data.bnf.fr/ark:/12148/cb12678219t#foaf:Person	http://www.idref.fr/081148259
M Kurella	Kurella, Alfred (1895-1975)	http://data.bnf.fr/ark:/12148/cb12678219t#foaf:Person	http://www.idref.fr/081148259
M Alfred Kurella	Kurella, Alfred (1895-1975)	http://data.bnf.fr/ark:/12148/cb12678219t#foaf:Person	http://www.idref.fr/081148259
M. Kurella	Kurella, Alfred (1895-1975)	http://data.bnf.fr/ark:/12148/cb12678219t#foaf:Person	http://www.idref.fr/081148259
M. Alfred Kurella	Kurella, Alfred (1895-1975)	http://data.bnf.fr/ark:/12148/cb12678219t#foaf:Person	http://www.idref.fr/081148259
Bernhard Ziegler	Kurella, Alfred (1895-1975)	http://data.bnf.fr/ark:/12148/cb12678219t#foaf:Person	http://www.idref.fr/081148259
Viktor Röbig	Kurella, Alfred (1895-1975)	http://data.bnf.fr/ark:/12148/cb12678219t#foaf:Person	http://www.idref.fr/081148259
Léon Leclère	Klingsor, Tristan (1874-1966)	http://data.bnf.fr/ark:/12148/cb11909856v#foaf:Person	http://dbpedia.org/resource/Tristan_Klingsor	http://www.idref.fr/026950944
Tristan Klingsor	Klingsor, Tristan (1874-1966)	http://data.bnf.fr/ark:/12148/cb11909856v#foaf:Person	http://dbpedia.org/resource/Tristan_Klingsor	http://www.idref.fr/026950944
Klingsor	Klingsor, Tristan (1874-1966)	http://data.bnf.fr/ark:/12148/cb11909856v#foaf:Person	http://dbpedia.org/resource/Tristan_Klingsor	http://www.idref.fr/026950944
T Klingsor	Klingsor, Tristan (1874-1966)	http://data.bnf.fr/ark:/12148/cb11909856v#foaf:Person	http://dbpedia.org/resource/Tristan_Klingsor	http://www.idref.fr/026950944
T. Klingsor	Klingsor, Tristan (1874-1966)	http://data.bnf.fr/ark:/12148/cb11909856v#foaf:Person	http://dbpedia.org/resource/Tristan_Klingsor	http://www.idref.fr/026950944
M Klingsor	Klingsor, Tristan (1874-1966)	http://data.bnf.fr/ark:/12148/cb11909856v#foaf:Person	http://dbpedia.org/resource/Tristan_Klingsor	http://www.idref.fr/026950944
M Tristan Klingsor	Klingsor, Tristan (1874-1966)	http://data.bnf.fr/ark:/12148/cb11909856v#foaf:Person	http://dbpedia.org/resource/Tristan_Klingsor	http://www.idref.fr/026950944
M. Klingsor	Klingsor, Tristan (1874-1966)	http://data.bnf.fr/ark:/12148/cb11909856v#foaf:Person	http://dbpedia.org/resource/Tristan_Klingsor	http://www.idref.fr/026950944
M. Tristan Klingsor	Klingsor, Tristan (1874-1966)	http://data.bnf.fr/ark:/12148/cb11909856v#foaf:Person	http://dbpedia.org/resource/Tristan_Klingsor	http://www.idref.fr/026950944
Tristan L. Klingsor	Klingsor, Tristan (1874-1966)	http://data.bnf.fr/ark:/12148/cb11909856v#foaf:Person	http://dbpedia.org/resource/Tristan_Klingsor	http://www.idref.fr/026950944
Tristan Leclère	Klingsor, Tristan (1874-1966)	http://data.bnf.fr/ark:/12148/cb11909856v#foaf:Person	http://dbpedia.org/resource/Tristan_Klingsor	http://www.idref.fr/026950944
Ahmed Şemseddin Kemalpaşoğlu	Kemalpaşazade, Ahmed Şemseddin (1469-1534)	http://data.bnf.fr/ark:/12148/cb12118884t#foaf:Person	http://www.idref.fr/026929716
Ahmed Şemseddin Kemalpaşazade	Kemalpaşazade, Ahmed Şemseddin (1469-1534)	http://data.bnf.fr/ark:/12148/cb12118884t#foaf:Person	http://www.idref.fr/026929716
Kemalpaşazade	Kemalpaşazade, Ahmed Şemseddin (1469-1534)	http://data.bnf.fr/ark:/12148/cb12118884t#foaf:Person	http://www.idref.fr/026929716
A Ş Kemalpaşazade	Kemalpaşazade, Ahmed Şemseddin (1469-1534)	http://data.bnf.fr/ark:/12148/cb12118884t#foaf:Person	http://www.idref.fr/026929716
A. Ş. Kemalpaşazade	Kemalpaşazade, Ahmed Şemseddin (1469-1534)	http://data.bnf.fr/ark:/12148/cb12118884t#foaf:Person	http://www.idref.fr/026929716
M Kemalpaşazade	Kemalpaşazade, Ahmed Şemseddin (1469-1534)	http://data.bnf.fr/ark:/12148/cb12118884t#foaf:Person	http://www.idref.fr/026929716
M Ahmed Şemseddin Kemalpaşazade	Kemalpaşazade, Ahmed Şemseddin (1469-1534)	http://data.bnf.fr/ark:/12148/cb12118884t#foaf:Person	http://www.idref.fr/026929716
M. Kemalpaşazade	Kemalpaşazade, Ahmed Şemseddin (1469-1534)	http://data.bnf.fr/ark:/12148/cb12118884t#foaf:Person	http://www.idref.fr/026929716
M. Ahmed Şemseddin Kemalpaşazade	Kemalpaşazade, Ahmed Şemseddin (1469-1534)	http://data.bnf.fr/ark:/12148/cb12118884t#foaf:Person	http://www.idref.fr/026929716
Aḥmad ibn Sulaymān ibn Kamāl Bāšā Ibn al-Wazīr	Kemalpaşazade, Ahmed Şemseddin (1469-1534)	http://data.bnf.fr/ark:/12148/cb12118884t#foaf:Person	http://www.idref.fr/026929716
Aḥmad ibn Sulaymān Kamālpašazāde	Kemalpaşazade, Ahmed Şemseddin (1469-1534)	http://data.bnf.fr/ark:/12148/cb12118884t#foaf:Person	http://www.idref.fr/026929716
Ahmad ibn Souleiman Ibn Kamal Pacha	Kemalpaşazade, Ahmed Şemseddin (1469-1534)	http://data.bnf.fr/ark:/12148/cb12118884t#foaf:Person	http://www.idref.fr/026929716
Aḥmad Ibn Sulaymān	Kemalpaşazade, Ahmed Şemseddin (1469-1534)	http://data.bnf.fr/ark:/12148/cb12118884t#foaf:Person	http://www.idref.fr/026929716
Aḥmad ibn Sulaymān Ibn Kamāl Pasha	Kemalpaşazade, Ahmed Şemseddin (1469-1534)	http://data.bnf.fr/ark:/12148/cb12118884t#foaf:Person	http://www.idref.fr/026929716
Aḥmad Ibn Souleiman	Kemalpaşazade, Ahmed Şemseddin (1469-1534)	http://data.bnf.fr/ark:/12148/cb12118884t#foaf:Person	http://www.idref.fr/026929716
Ahmad ibn Souleiman	Kemalpaşazade, Ahmed Şemseddin (1469-1534)	http://data.bnf.fr/ark:/12148/cb12118884t#foaf:Person	http://www.idref.fr/026929716
Aḥmad ibn Sulaymān ibn Kamāl Bāšā	Kemalpaşazade, Ahmed Şemseddin (1469-1534)	http://data.bnf.fr/ark:/12148/cb12118884t#foaf:Person	http://www.idref.fr/026929716
Aḥmad Kamāl Bāšā Zādeh	Kemalpaşazade, Ahmed Şemseddin (1469-1534)	http://data.bnf.fr/ark:/12148/cb12118884t#foaf:Person	http://www.idref.fr/026929716
İbn Kemal	Kemalpaşazade, Ahmed Şemseddin (1469-1534)	http://data.bnf.fr/ark:/12148/cb12118884t#foaf:Person	http://www.idref.fr/026929716
Aḥmad ibn Sulaymān Kemāl Pasha-Zāde	Kemalpaşazade, Ahmed Şemseddin (1469-1534)	http://data.bnf.fr/ark:/12148/cb12118884t#foaf:Person	http://www.idref.fr/026929716
Arthur Kalkbrenner	Kalkbrenner, Arthur (1828-1869)	http://data.bnf.fr/ark:/12148/cb14764750m#foaf:Person
Kalkbrenner	Kalkbrenner, Arthur (1828-1869)	http://data.bnf.fr/ark:/12148/cb14764750m#foaf:Person
A Kalkbrenner	Kalkbrenner, Arthur (1828-1869)	http://data.bnf.fr/ark:/12148/cb14764750m#foaf:Person
A. Kalkbrenner	Kalkbrenner, Arthur (1828-1869)	http://data.bnf.fr/ark:/12148/cb14764750m#foaf:Person
M Kalkbrenner	Kalkbrenner, Arthur (1828-1869)	http://data.bnf.fr/ark:/12148/cb14764750m#foaf:Person
M Arthur Kalkbrenner	Kalkbrenner, Arthur (1828-1869)	http://data.bnf.fr/ark:/12148/cb14764750m#foaf:Person
M. Kalkbrenner	Kalkbrenner, Arthur (1828-1869)	http://data.bnf.fr/ark:/12148/cb14764750m#foaf:Person
M. Arthur Kalkbrenner	Kalkbrenner, Arthur (1828-1869)	http://data.bnf.fr/ark:/12148/cb14764750m#foaf:Person
Shako Kawasaki	Kawasaki, Shoko (1886-1977)	http://data.bnf.fr/ark:/12148/cb14970988f#foaf:Person
Shoko Kawasaki	Kawasaki, Shoko (1886-1977)	http://data.bnf.fr/ark:/12148/cb14970988f#foaf:Person
Kawasaki	Kawasaki, Shoko (1886-1977)	http://data.bnf.fr/ark:/12148/cb14970988f#foaf:Person
S Kawasaki	Kawasaki, Shoko (1886-1977)	http://data.bnf.fr/ark:/12148/cb14970988f#foaf:Person
S. Kawasaki	Kawasaki, Shoko (1886-1977)	http://data.bnf.fr/ark:/12148/cb14970988f#foaf:Person
M Kawasaki	Kawasaki, Shoko (1886-1977)	http://data.bnf.fr/ark:/12148/cb14970988f#foaf:Person
M Shoko Kawasaki	Kawasaki, Shoko (1886-1977)	http://data.bnf.fr/ark:/12148/cb14970988f#foaf:Person
M. Kawasaki	Kawasaki, Shoko (1886-1977)	http://data.bnf.fr/ark:/12148/cb14970988f#foaf:Person
M. Shoko Kawasaki	Kawasaki, Shoko (1886-1977)	http://data.bnf.fr/ark:/12148/cb14970988f#foaf:Person
Fernand Kolney	Kolney, Fernand (1868-1930)	http://data.bnf.fr/ark:/12148/cb12119372p#foaf:Person	http://www.idref.fr/077628543
Kolney	Kolney, Fernand (1868-1930)	http://data.bnf.fr/ark:/12148/cb12119372p#foaf:Person	http://www.idref.fr/077628543
F Kolney	Kolney, Fernand (1868-1930)	http://data.bnf.fr/ark:/12148/cb12119372p#foaf:Person	http://www.idref.fr/077628543
F. Kolney	Kolney, Fernand (1868-1930)	http://data.bnf.fr/ark:/12148/cb12119372p#foaf:Person	http://www.idref.fr/077628543
M Kolney	Kolney, Fernand (1868-1930)	http://data.bnf.fr/ark:/12148/cb12119372p#foaf:Person	http://www.idref.fr/077628543
M Fernand Kolney	Kolney, Fernand (1868-1930)	http://data.bnf.fr/ark:/12148/cb12119372p#foaf:Person	http://www.idref.fr/077628543
M. Kolney	Kolney, Fernand (1868-1930)	http://data.bnf.fr/ark:/12148/cb12119372p#foaf:Person	http://www.idref.fr/077628543
M. Fernand Kolney	Kolney, Fernand (1868-1930)	http://data.bnf.fr/ark:/12148/cb12119372p#foaf:Person	http://www.idref.fr/077628543
Simprecht Kröll	Kröll, Simprecht (1496-1554)	http://data.bnf.fr/ark:/12148/cb122577891#foaf:Person
Kröll	Kröll, Simprecht (1496-1554)	http://data.bnf.fr/ark:/12148/cb122577891#foaf:Person
S Kröll	Kröll, Simprecht (1496-1554)	http://data.bnf.fr/ark:/12148/cb122577891#foaf:Person
S. Kröll	Kröll, Simprecht (1496-1554)	http://data.bnf.fr/ark:/12148/cb122577891#foaf:Person
M Kröll	Kröll, Simprecht (1496-1554)	http://data.bnf.fr/ark:/12148/cb122577891#foaf:Person
M Simprecht Kröll	Kröll, Simprecht (1496-1554)	http://data.bnf.fr/ark:/12148/cb122577891#foaf:Person
M. Kröll	Kröll, Simprecht (1496-1554)	http://data.bnf.fr/ark:/12148/cb122577891#foaf:Person
M. Simprecht Kröll	Kröll, Simprecht (1496-1554)	http://data.bnf.fr/ark:/12148/cb122577891#foaf:Person
Josef Laurenz Kunz	Kunz, Josef Laurenz (1890-1970)	http://data.bnf.fr/ark:/12148/cb125689526#foaf:Person	http://www.idref.fr/081057903
Kunz	Kunz, Josef Laurenz (1890-1970)	http://data.bnf.fr/ark:/12148/cb125689526#foaf:Person	http://www.idref.fr/081057903
J L Kunz	Kunz, Josef Laurenz (1890-1970)	http://data.bnf.fr/ark:/12148/cb125689526#foaf:Person	http://www.idref.fr/081057903
J. L. Kunz	Kunz, Josef Laurenz (1890-1970)	http://data.bnf.fr/ark:/12148/cb125689526#foaf:Person	http://www.idref.fr/081057903
M Kunz	Kunz, Josef Laurenz (1890-1970)	http://data.bnf.fr/ark:/12148/cb125689526#foaf:Person	http://www.idref.fr/081057903
M Josef Laurenz Kunz	Kunz, Josef Laurenz (1890-1970)	http://data.bnf.fr/ark:/12148/cb125689526#foaf:Person	http://www.idref.fr/081057903
M. Kunz	Kunz, Josef Laurenz (1890-1970)	http://data.bnf.fr/ark:/12148/cb125689526#foaf:Person	http://www.idref.fr/081057903
M. Josef Laurenz Kunz	Kunz, Josef Laurenz (1890-1970)	http://data.bnf.fr/ark:/12148/cb125689526#foaf:Person	http://www.idref.fr/081057903
Emil Krause	Krause, Emil (1840-1916)	http://data.bnf.fr/ark:/12148/cb10243796v#foaf:Person	http://www.idref.fr/169268489
Krause	Krause, Emil (1840-1916)	http://data.bnf.fr/ark:/12148/cb10243796v#foaf:Person	http://www.idref.fr/169268489
E Krause	Krause, Emil (1840-1916)	http://data.bnf.fr/ark:/12148/cb10243796v#foaf:Person	http://www.idref.fr/169268489
E. Krause	Krause, Emil (1840-1916)	http://data.bnf.fr/ark:/12148/cb10243796v#foaf:Person	http://www.idref.fr/169268489
M Krause	Krause, Emil (1840-1916)	http://data.bnf.fr/ark:/12148/cb10243796v#foaf:Person	http://www.idref.fr/169268489
M Emil Krause	Krause, Emil (1840-1916)	http://data.bnf.fr/ark:/12148/cb10243796v#foaf:Person	http://www.idref.fr/169268489
M. Krause	Krause, Emil (1840-1916)	http://data.bnf.fr/ark:/12148/cb10243796v#foaf:Person	http://www.idref.fr/169268489
M. Emil Krause	Krause, Emil (1840-1916)	http://data.bnf.fr/ark:/12148/cb10243796v#foaf:Person	http://www.idref.fr/169268489
Johann Klemm	Klemm, Johann (1595-1659)	http://data.bnf.fr/ark:/12148/cb14806833q#foaf:Person
Klemm	Klemm, Johann (1595-1659)	http://data.bnf.fr/ark:/12148/cb14806833q#foaf:Person
J Klemm	Klemm, Johann (1595-1659)	http://data.bnf.fr/ark:/12148/cb14806833q#foaf:Person
J. Klemm	Klemm, Johann (1595-1659)	http://data.bnf.fr/ark:/12148/cb14806833q#foaf:Person
M Klemm	Klemm, Johann (1595-1659)	http://data.bnf.fr/ark:/12148/cb14806833q#foaf:Person
M Johann Klemm	Klemm, Johann (1595-1659)	http://data.bnf.fr/ark:/12148/cb14806833q#foaf:Person
M. Klemm	Klemm, Johann (1595-1659)	http://data.bnf.fr/ark:/12148/cb14806833q#foaf:Person
M. Johann Klemm	Klemm, Johann (1595-1659)	http://data.bnf.fr/ark:/12148/cb14806833q#foaf:Person
Vladimir Aleksandrovich Kostitsyn	Kosticyn, Vladimir Aleksandrovič (1883-1963)	http://data.bnf.fr/ark:/12148/cb12461668w#foaf:Person	http://www.idref.fr/073274739
Vladimir Aleksandrovič Kosticyn	Kosticyn, Vladimir Aleksandrovič (1883-1963)	http://data.bnf.fr/ark:/12148/cb12461668w#foaf:Person	http://www.idref.fr/073274739
Kosticyn	Kosticyn, Vladimir Aleksandrovič (1883-1963)	http://data.bnf.fr/ark:/12148/cb12461668w#foaf:Person	http://www.idref.fr/073274739
V A Kosticyn	Kosticyn, Vladimir Aleksandrovič (1883-1963)	http://data.bnf.fr/ark:/12148/cb12461668w#foaf:Person	http://www.idref.fr/073274739
V. A. Kosticyn	Kosticyn, Vladimir Aleksandrovič (1883-1963)	http://data.bnf.fr/ark:/12148/cb12461668w#foaf:Person	http://www.idref.fr/073274739
M Kosticyn	Kosticyn, Vladimir Aleksandrovič (1883-1963)	http://data.bnf.fr/ark:/12148/cb12461668w#foaf:Person	http://www.idref.fr/073274739
M Vladimir Aleksandrovič Kosticyn	Kosticyn, Vladimir Aleksandrovič (1883-1963)	http://data.bnf.fr/ark:/12148/cb12461668w#foaf:Person	http://www.idref.fr/073274739
M. Kosticyn	Kosticyn, Vladimir Aleksandrovič (1883-1963)	http://data.bnf.fr/ark:/12148/cb12461668w#foaf:Person	http://www.idref.fr/073274739
M. Vladimir Aleksandrovič Kosticyn	Kosticyn, Vladimir Aleksandrovič (1883-1963)	http://data.bnf.fr/ark:/12148/cb12461668w#foaf:Person	http://www.idref.fr/073274739
Vladimir Aleksandrovitch Kostitsyne	Kosticyn, Vladimir Aleksandrovič (1883-1963)	http://data.bnf.fr/ark:/12148/cb12461668w#foaf:Person	http://www.idref.fr/073274739
Vladimir Alexandrovitch Kostitzin	Kosticyn, Vladimir Aleksandrovič (1883-1963)	http://data.bnf.fr/ark:/12148/cb12461668w#foaf:Person	http://www.idref.fr/073274739
Acharya Kripalani	Kripalani, Jiwatram Bhagwandas (1888--)	http://data.bnf.fr/ark:/12148/cb124116901#foaf:Person
Jiwatram Bhagwandas Kripalani	Kripalani, Jiwatram Bhagwandas (1888--)	http://data.bnf.fr/ark:/12148/cb124116901#foaf:Person
Kripalani	Kripalani, Jiwatram Bhagwandas (1888--)	http://data.bnf.fr/ark:/12148/cb124116901#foaf:Person
J B Kripalani	Kripalani, Jiwatram Bhagwandas (1888--)	http://data.bnf.fr/ark:/12148/cb124116901#foaf:Person
J. B. Kripalani	Kripalani, Jiwatram Bhagwandas (1888--)	http://data.bnf.fr/ark:/12148/cb124116901#foaf:Person
M Kripalani	Kripalani, Jiwatram Bhagwandas (1888--)	http://data.bnf.fr/ark:/12148/cb124116901#foaf:Person
M Jiwatram Bhagwandas Kripalani	Kripalani, Jiwatram Bhagwandas (1888--)	http://data.bnf.fr/ark:/12148/cb124116901#foaf:Person
M. Kripalani	Kripalani, Jiwatram Bhagwandas (1888--)	http://data.bnf.fr/ark:/12148/cb124116901#foaf:Person
M. Jiwatram Bhagwandas Kripalani	Kripalani, Jiwatram Bhagwandas (1888--)	http://data.bnf.fr/ark:/12148/cb124116901#foaf:Person
Girdhari Kripalani	Kripalani, Jiwatram Bhagwandas (1888--)	http://data.bnf.fr/ark:/12148/cb124116901#foaf:Person
J. B. Kirpalani	Kripalani, Jiwatram Bhagwandas (1888--)	http://data.bnf.fr/ark:/12148/cb124116901#foaf:Person
Jean-Philippe Kirnberger	Kirnberger, Johann Philipp (1721-1783)	http://data.bnf.fr/ark:/12148/cb14795823v#foaf:Person	http://dbpedia.org/resource/Johann_Philipp_Kirnberger	http://www.idref.fr/103463526
Johann Philipp Kirnberger	Kirnberger, Johann Philipp (1721-1783)	http://data.bnf.fr/ark:/12148/cb14795823v#foaf:Person	http://dbpedia.org/resource/Johann_Philipp_Kirnberger	http://www.idref.fr/103463526
Kirnberger	Kirnberger, Johann Philipp (1721-1783)	http://data.bnf.fr/ark:/12148/cb14795823v#foaf:Person	http://dbpedia.org/resource/Johann_Philipp_Kirnberger	http://www.idref.fr/103463526
J P Kirnberger	Kirnberger, Johann Philipp (1721-1783)	http://data.bnf.fr/ark:/12148/cb14795823v#foaf:Person	http://dbpedia.org/resource/Johann_Philipp_Kirnberger	http://www.idref.fr/103463526
J. P. Kirnberger	Kirnberger, Johann Philipp (1721-1783)	http://data.bnf.fr/ark:/12148/cb14795823v#foaf:Person	http://dbpedia.org/resource/Johann_Philipp_Kirnberger	http://www.idref.fr/103463526
M Kirnberger	Kirnberger, Johann Philipp (1721-1783)	http://data.bnf.fr/ark:/12148/cb14795823v#foaf:Person	http://dbpedia.org/resource/Johann_Philipp_Kirnberger	http://www.idref.fr/103463526
M Johann Philipp Kirnberger	Kirnberger, Johann Philipp (1721-1783)	http://data.bnf.fr/ark:/12148/cb14795823v#foaf:Person	http://dbpedia.org/resource/Johann_Philipp_Kirnberger	http://www.idref.fr/103463526
M. Kirnberger	Kirnberger, Johann Philipp (1721-1783)	http://data.bnf.fr/ark:/12148/cb14795823v#foaf:Person	http://dbpedia.org/resource/Johann_Philipp_Kirnberger	http://www.idref.fr/103463526
M. Johann Philipp Kirnberger	Kirnberger, Johann Philipp (1721-1783)	http://data.bnf.fr/ark:/12148/cb14795823v#foaf:Person	http://dbpedia.org/resource/Johann_Philipp_Kirnberger	http://www.idref.fr/103463526
Ernest Krähmer	Krähmer, Ernest (1795-1837)	http://data.bnf.fr/ark:/12148/cb14010939f#foaf:Person	http://www.idref.fr/171537378
Krähmer	Krähmer, Ernest (1795-1837)	http://data.bnf.fr/ark:/12148/cb14010939f#foaf:Person	http://www.idref.fr/171537378
E Krähmer	Krähmer, Ernest (1795-1837)	http://data.bnf.fr/ark:/12148/cb14010939f#foaf:Person	http://www.idref.fr/171537378
E. Krähmer	Krähmer, Ernest (1795-1837)	http://data.bnf.fr/ark:/12148/cb14010939f#foaf:Person	http://www.idref.fr/171537378
M Krähmer	Krähmer, Ernest (1795-1837)	http://data.bnf.fr/ark:/12148/cb14010939f#foaf:Person	http://www.idref.fr/171537378
M Ernest Krähmer	Krähmer, Ernest (1795-1837)	http://data.bnf.fr/ark:/12148/cb14010939f#foaf:Person	http://www.idref.fr/171537378
M. Krähmer	Krähmer, Ernest (1795-1837)	http://data.bnf.fr/ark:/12148/cb14010939f#foaf:Person	http://www.idref.fr/171537378
M. Ernest Krähmer	Krähmer, Ernest (1795-1837)	http://data.bnf.fr/ark:/12148/cb14010939f#foaf:Person	http://www.idref.fr/171537378
Joseph Knell	Knell, Joseph (1843--)	http://data.bnf.fr/ark:/12148/cb12443298s#foaf:Person
Knell	Knell, Joseph (1843--)	http://data.bnf.fr/ark:/12148/cb12443298s#foaf:Person
J Knell	Knell, Joseph (1843--)	http://data.bnf.fr/ark:/12148/cb12443298s#foaf:Person
J. Knell	Knell, Joseph (1843--)	http://data.bnf.fr/ark:/12148/cb12443298s#foaf:Person
M Knell	Knell, Joseph (1843--)	http://data.bnf.fr/ark:/12148/cb12443298s#foaf:Person
M Joseph Knell	Knell, Joseph (1843--)	http://data.bnf.fr/ark:/12148/cb12443298s#foaf:Person
M. Knell	Knell, Joseph (1843--)	http://data.bnf.fr/ark:/12148/cb12443298s#foaf:Person
M. Joseph Knell	Knell, Joseph (1843--)	http://data.bnf.fr/ark:/12148/cb12443298s#foaf:Person
Ljubo Karaman	Karaman, Ljubo (1886-1971)	http://data.bnf.fr/ark:/12148/cb127070292#foaf:Person	http://www.idref.fr/152227539
Karaman	Karaman, Ljubo (1886-1971)	http://data.bnf.fr/ark:/12148/cb127070292#foaf:Person	http://www.idref.fr/152227539
L Karaman	Karaman, Ljubo (1886-1971)	http://data.bnf.fr/ark:/12148/cb127070292#foaf:Person	http://www.idref.fr/152227539
L. Karaman	Karaman, Ljubo (1886-1971)	http://data.bnf.fr/ark:/12148/cb127070292#foaf:Person	http://www.idref.fr/152227539
M Karaman	Karaman, Ljubo (1886-1971)	http://data.bnf.fr/ark:/12148/cb127070292#foaf:Person	http://www.idref.fr/152227539
M Ljubo Karaman	Karaman, Ljubo (1886-1971)	http://data.bnf.fr/ark:/12148/cb127070292#foaf:Person	http://www.idref.fr/152227539
M. Karaman	Karaman, Ljubo (1886-1971)	http://data.bnf.fr/ark:/12148/cb127070292#foaf:Person	http://www.idref.fr/152227539
M. Ljubo Karaman	Karaman, Ljubo (1886-1971)	http://data.bnf.fr/ark:/12148/cb127070292#foaf:Person	http://www.idref.fr/152227539
