Theodor von Zahn	Zahn, Theodor (1838-1933)	http://data.bnf.fr/ark:/12148/cb125179836#foaf:Person	http://www.idref.fr/074066978
W. Zimmermann	Zimmermann, Walter (1892-1980)	http://data.bnf.fr/ark:/12148/cb123881673#foaf:Person	http://dbpedia.org/resource/Walter_Max_Zimmermann	http://www.idref.fr/073659738
H Zanstra	Zanstra, Herman (1894-1972)	http://data.bnf.fr/ark:/12148/cb125740132#foaf:Person	http://www.idref.fr/128041730
M Zanstra	Zanstra, Herman (1894-1972)	http://data.bnf.fr/ark:/12148/cb125740132#foaf:Person	http://www.idref.fr/128041730
Herman Zanstra	Zanstra, Herman (1894-1972)	http://data.bnf.fr/ark:/12148/cb125740132#foaf:Person	http://www.idref.fr/128041730
M Herman Zanstra	Zanstra, Herman (1894-1972)	http://data.bnf.fr/ark:/12148/cb125740132#foaf:Person	http://www.idref.fr/128041730
H. Zanstra	Zanstra, Herman (1894-1972)	http://data.bnf.fr/ark:/12148/cb125740132#foaf:Person	http://www.idref.fr/128041730
M. Zanstra	Zanstra, Herman (1894-1972)	http://data.bnf.fr/ark:/12148/cb125740132#foaf:Person	http://www.idref.fr/128041730
Zanstra	Zanstra, Herman (1894-1972)	http://data.bnf.fr/ark:/12148/cb125740132#foaf:Person	http://www.idref.fr/128041730
M. Herman Zanstra	Zanstra, Herman (1894-1972)	http://data.bnf.fr/ark:/12148/cb125740132#foaf:Person	http://www.idref.fr/128041730
W. W. Von Zimmern	Zimmern, Wilhelm Werner von (1485-1575)	http://data.bnf.fr/ark:/12148/cb146054184#foaf:Person
Zimmern	Zimmern, Wilhelm Werner von (1485-1575)	http://data.bnf.fr/ark:/12148/cb146054184#foaf:Person
M Wilhelm Werner von Zimmern	Zimmern, Wilhelm Werner von (1485-1575)	http://data.bnf.fr/ark:/12148/cb146054184#foaf:Person
W W Von Zimmern	Zimmern, Wilhelm Werner von (1485-1575)	http://data.bnf.fr/ark:/12148/cb146054184#foaf:Person
von Zimmern	Zimmern, Wilhelm Werner von (1485-1575)	http://data.bnf.fr/ark:/12148/cb146054184#foaf:Person
M. Zimmern	Zimmern, Wilhelm Werner von (1485-1575)	http://data.bnf.fr/ark:/12148/cb146054184#foaf:Person
M von Zimmern	Zimmern, Wilhelm Werner von (1485-1575)	http://data.bnf.fr/ark:/12148/cb146054184#foaf:Person
Von Zimmern	Zimmern, Wilhelm Werner von (1485-1575)	http://data.bnf.fr/ark:/12148/cb146054184#foaf:Person
M. Wilhelm Werner von Zimmern	Zimmern, Wilhelm Werner von (1485-1575)	http://data.bnf.fr/ark:/12148/cb146054184#foaf:Person
W. W. Zimmern	Zimmern, Wilhelm Werner von (1485-1575)	http://data.bnf.fr/ark:/12148/cb146054184#foaf:Person
M Von Zimmern	Zimmern, Wilhelm Werner von (1485-1575)	http://data.bnf.fr/ark:/12148/cb146054184#foaf:Person
W W von Zimmern	Zimmern, Wilhelm Werner von (1485-1575)	http://data.bnf.fr/ark:/12148/cb146054184#foaf:Person
M Zimmern	Zimmern, Wilhelm Werner von (1485-1575)	http://data.bnf.fr/ark:/12148/cb146054184#foaf:Person
M. Von Zimmern	Zimmern, Wilhelm Werner von (1485-1575)	http://data.bnf.fr/ark:/12148/cb146054184#foaf:Person
W. W. von Zimmern	Zimmern, Wilhelm Werner von (1485-1575)	http://data.bnf.fr/ark:/12148/cb146054184#foaf:Person
Wilhelm Werner von Zimmern	Zimmern, Wilhelm Werner von (1485-1575)	http://data.bnf.fr/ark:/12148/cb146054184#foaf:Person
W W Zimmern	Zimmern, Wilhelm Werner von (1485-1575)	http://data.bnf.fr/ark:/12148/cb146054184#foaf:Person
M. von Zimmern	Zimmern, Wilhelm Werner von (1485-1575)	http://data.bnf.fr/ark:/12148/cb146054184#foaf:Person
Zygmunt Lubicz-Zaleski	Zaleski Lubicz, Zygmunt (1882-1967)	http://data.bnf.fr/ark:/12148/cb121809880#foaf:Person	http://dbpedia.org/resource/Zygmunt_Lubicz-Zaleski	http://www.idref.fr/030384680
M. Zygmunt Zaleski Lubicz	Zaleski Lubicz, Zygmunt (1882-1967)	http://data.bnf.fr/ark:/12148/cb121809880#foaf:Person	http://dbpedia.org/resource/Zygmunt_Lubicz-Zaleski	http://www.idref.fr/030384680
Zaleski Lubicz	Zaleski Lubicz, Zygmunt (1882-1967)	http://data.bnf.fr/ark:/12148/cb121809880#foaf:Person	http://dbpedia.org/resource/Zygmunt_Lubicz-Zaleski	http://www.idref.fr/030384680
Z. Zaleski Lubicz	Zaleski Lubicz, Zygmunt (1882-1967)	http://data.bnf.fr/ark:/12148/cb121809880#foaf:Person	http://dbpedia.org/resource/Zygmunt_Lubicz-Zaleski	http://www.idref.fr/030384680
Z Zaleski Lubicz	Zaleski Lubicz, Zygmunt (1882-1967)	http://data.bnf.fr/ark:/12148/cb121809880#foaf:Person	http://dbpedia.org/resource/Zygmunt_Lubicz-Zaleski	http://www.idref.fr/030384680
M Zaleski Lubicz	Zaleski Lubicz, Zygmunt (1882-1967)	http://data.bnf.fr/ark:/12148/cb121809880#foaf:Person	http://dbpedia.org/resource/Zygmunt_Lubicz-Zaleski	http://www.idref.fr/030384680
M. Zaleski Lubicz	Zaleski Lubicz, Zygmunt (1882-1967)	http://data.bnf.fr/ark:/12148/cb121809880#foaf:Person	http://dbpedia.org/resource/Zygmunt_Lubicz-Zaleski	http://www.idref.fr/030384680
M Zygmunt Zaleski Lubicz	Zaleski Lubicz, Zygmunt (1882-1967)	http://data.bnf.fr/ark:/12148/cb121809880#foaf:Person	http://dbpedia.org/resource/Zygmunt_Lubicz-Zaleski	http://www.idref.fr/030384680
Zygmunt Zaleski Lubicz	Zaleski Lubicz, Zygmunt (1882-1967)	http://data.bnf.fr/ark:/12148/cb121809880#foaf:Person	http://dbpedia.org/resource/Zygmunt_Lubicz-Zaleski	http://www.idref.fr/030384680
Zaleski Zygmunt Lubicz	Zaleski Lubicz, Zygmunt (1882-1967)	http://data.bnf.fr/ark:/12148/cb121809880#foaf:Person	http://dbpedia.org/resource/Zygmunt_Lubicz-Zaleski	http://www.idref.fr/030384680
Zygmunt Lubicz Zaleski	Zaleski Lubicz, Zygmunt (1882-1967)	http://data.bnf.fr/ark:/12148/cb121809880#foaf:Person	http://dbpedia.org/resource/Zygmunt_Lubicz-Zaleski	http://www.idref.fr/030384680
岱 张	Zhang, Dai (1597-1679)	http://data.bnf.fr/ark:/12148/cb13166514h#foaf:Person	http://www.idref.fr/035093358
M Dai Zhang	Zhang, Dai (1597-1679)	http://data.bnf.fr/ark:/12148/cb13166514h#foaf:Person	http://www.idref.fr/035093358
M. Zhang	Zhang, Dai (1597-1679)	http://data.bnf.fr/ark:/12148/cb13166514h#foaf:Person	http://www.idref.fr/035093358
Dai Zhang	Zhang, Dai (1597-1679)	http://data.bnf.fr/ark:/12148/cb13166514h#foaf:Person	http://www.idref.fr/035093358
M Zhang	Zhang, Dai (1597-1679)	http://data.bnf.fr/ark:/12148/cb13166514h#foaf:Person	http://www.idref.fr/035093358
D Zhang	Zhang, Dai (1597-1679)	http://data.bnf.fr/ark:/12148/cb13166514h#foaf:Person	http://www.idref.fr/035093358
D. Zhang	Zhang, Dai (1597-1679)	http://data.bnf.fr/ark:/12148/cb13166514h#foaf:Person	http://www.idref.fr/035093358
Zhang	Zhang, Dai (1597-1679)	http://data.bnf.fr/ark:/12148/cb13166514h#foaf:Person	http://www.idref.fr/035093358
M. Dai Zhang	Zhang, Dai (1597-1679)	http://data.bnf.fr/ark:/12148/cb13166514h#foaf:Person	http://www.idref.fr/035093358
Die′anjushi	Zhang, Dai (1597-1679)	http://data.bnf.fr/ark:/12148/cb13166514h#foaf:Person	http://www.idref.fr/035093358
Tao′an Zhang	Zhang, Dai (1597-1679)	http://data.bnf.fr/ark:/12148/cb13166514h#foaf:Person	http://www.idref.fr/035093358
Shih-kung Zhang	Zhang, Dai (1597-1679)	http://data.bnf.fr/ark:/12148/cb13166514h#foaf:Person	http://www.idref.fr/035093358
Shigong Zhang	Zhang, Dai (1597-1679)	http://data.bnf.fr/ark:/12148/cb13166514h#foaf:Person	http://www.idref.fr/035093358
Tai Tchang	Zhang, Dai (1597-1679)	http://data.bnf.fr/ark:/12148/cb13166514h#foaf:Person	http://www.idref.fr/035093358
Die′an Zhang	Zhang, Dai (1597-1679)	http://data.bnf.fr/ark:/12148/cb13166514h#foaf:Person	http://www.idref.fr/035093358
Zongzi Zhang	Zhang, Dai (1597-1679)	http://data.bnf.fr/ark:/12148/cb13166514h#foaf:Person	http://www.idref.fr/035093358
Tieh-an Chang	Zhang, Dai (1597-1679)	http://data.bnf.fr/ark:/12148/cb13166514h#foaf:Person	http://www.idref.fr/035093358
Tai Chang	Zhang, Dai (1597-1679)	http://data.bnf.fr/ark:/12148/cb13166514h#foaf:Person	http://www.idref.fr/035093358
Tsung-tzu Chang	Zhang, Dai (1597-1679)	http://data.bnf.fr/ark:/12148/cb13166514h#foaf:Person	http://www.idref.fr/035093358
Tao-an Chang	Zhang, Dai (1597-1679)	http://data.bnf.fr/ark:/12148/cb13166514h#foaf:Person	http://www.idref.fr/035093358
Johann Zach	Zach, Jan (1699-1773)	http://data.bnf.fr/ark:/12148/cb139319234#foaf:Person	http://dbpedia.org/resource/Jan_Zach	http://www.idref.fr/130294012
Jan Zach	Zach, Jan (1699-1773)	http://data.bnf.fr/ark:/12148/cb139319234#foaf:Person	http://dbpedia.org/resource/Jan_Zach	http://www.idref.fr/130294012
J Zach	Zach, Jan (1699-1773)	http://data.bnf.fr/ark:/12148/cb139319234#foaf:Person	http://dbpedia.org/resource/Jan_Zach	http://www.idref.fr/130294012
J. Zach	Zach, Jan (1699-1773)	http://data.bnf.fr/ark:/12148/cb139319234#foaf:Person	http://dbpedia.org/resource/Jan_Zach	http://www.idref.fr/130294012
M Jan Zach	Zach, Jan (1699-1773)	http://data.bnf.fr/ark:/12148/cb139319234#foaf:Person	http://dbpedia.org/resource/Jan_Zach	http://www.idref.fr/130294012
Zach	Zach, Jan (1699-1773)	http://data.bnf.fr/ark:/12148/cb139319234#foaf:Person	http://dbpedia.org/resource/Jan_Zach	http://www.idref.fr/130294012
M. Zach	Zach, Jan (1699-1773)	http://data.bnf.fr/ark:/12148/cb139319234#foaf:Person	http://dbpedia.org/resource/Jan_Zach	http://www.idref.fr/130294012
M. Jan Zach	Zach, Jan (1699-1773)	http://data.bnf.fr/ark:/12148/cb139319234#foaf:Person	http://dbpedia.org/resource/Jan_Zach	http://www.idref.fr/130294012
M Zach	Zach, Jan (1699-1773)	http://data.bnf.fr/ark:/12148/cb139319234#foaf:Person	http://dbpedia.org/resource/Jan_Zach	http://www.idref.fr/130294012
Joachim Zehnerus	Zehner, Joachim (1566-1612)	http://data.bnf.fr/ark:/12148/cb10613022f#foaf:Person	http://www.idref.fr/139427279
M Joachim Zehner	Zehner, Joachim (1566-1612)	http://data.bnf.fr/ark:/12148/cb10613022f#foaf:Person	http://www.idref.fr/139427279
M. Joachim Zehner	Zehner, Joachim (1566-1612)	http://data.bnf.fr/ark:/12148/cb10613022f#foaf:Person	http://www.idref.fr/139427279
J. Zehner	Zehner, Joachim (1566-1612)	http://data.bnf.fr/ark:/12148/cb10613022f#foaf:Person	http://www.idref.fr/139427279
J Zehner	Zehner, Joachim (1566-1612)	http://data.bnf.fr/ark:/12148/cb10613022f#foaf:Person	http://www.idref.fr/139427279
M Zehner	Zehner, Joachim (1566-1612)	http://data.bnf.fr/ark:/12148/cb10613022f#foaf:Person	http://www.idref.fr/139427279
Joachim Zehner	Zehner, Joachim (1566-1612)	http://data.bnf.fr/ark:/12148/cb10613022f#foaf:Person	http://www.idref.fr/139427279
Zehner	Zehner, Joachim (1566-1612)	http://data.bnf.fr/ark:/12148/cb10613022f#foaf:Person	http://www.idref.fr/139427279
M. Zehner	Zehner, Joachim (1566-1612)	http://data.bnf.fr/ark:/12148/cb10613022f#foaf:Person	http://www.idref.fr/139427279
M. Zawadzki	Zawadzki, Aleksander (1859-1926)	http://data.bnf.fr/ark:/12148/cb145028755#foaf:Person
A Zawadzki	Zawadzki, Aleksander (1859-1926)	http://data.bnf.fr/ark:/12148/cb145028755#foaf:Person
A. Zawadzki	Zawadzki, Aleksander (1859-1926)	http://data.bnf.fr/ark:/12148/cb145028755#foaf:Person
Zawadzki	Zawadzki, Aleksander (1859-1926)	http://data.bnf.fr/ark:/12148/cb145028755#foaf:Person
M Zawadzki	Zawadzki, Aleksander (1859-1926)	http://data.bnf.fr/ark:/12148/cb145028755#foaf:Person
M. Aleksander Zawadzki	Zawadzki, Aleksander (1859-1926)	http://data.bnf.fr/ark:/12148/cb145028755#foaf:Person
Aleksander Zawadzki	Zawadzki, Aleksander (1859-1926)	http://data.bnf.fr/ark:/12148/cb145028755#foaf:Person
M Aleksander Zawadzki	Zawadzki, Aleksander (1859-1926)	http://data.bnf.fr/ark:/12148/cb145028755#foaf:Person
M Fausto Zonaro	Zonaro, Fausto (1854-1929)	http://data.bnf.fr/ark:/12148/cb135084652#foaf:Person	http://dbpedia.org/resource/Fausto_Zonaro	http://www.idref.fr/050272675
M. Zonaro	Zonaro, Fausto (1854-1929)	http://data.bnf.fr/ark:/12148/cb135084652#foaf:Person	http://dbpedia.org/resource/Fausto_Zonaro	http://www.idref.fr/050272675
F Zonaro	Zonaro, Fausto (1854-1929)	http://data.bnf.fr/ark:/12148/cb135084652#foaf:Person	http://dbpedia.org/resource/Fausto_Zonaro	http://www.idref.fr/050272675
Zonaro	Zonaro, Fausto (1854-1929)	http://data.bnf.fr/ark:/12148/cb135084652#foaf:Person	http://dbpedia.org/resource/Fausto_Zonaro	http://www.idref.fr/050272675
Fausto Zonaro	Zonaro, Fausto (1854-1929)	http://data.bnf.fr/ark:/12148/cb135084652#foaf:Person	http://dbpedia.org/resource/Fausto_Zonaro	http://www.idref.fr/050272675
F. Zonaro	Zonaro, Fausto (1854-1929)	http://data.bnf.fr/ark:/12148/cb135084652#foaf:Person	http://dbpedia.org/resource/Fausto_Zonaro	http://www.idref.fr/050272675
M Zonaro	Zonaro, Fausto (1854-1929)	http://data.bnf.fr/ark:/12148/cb135084652#foaf:Person	http://dbpedia.org/resource/Fausto_Zonaro	http://www.idref.fr/050272675
M. Fausto Zonaro	Zonaro, Fausto (1854-1929)	http://data.bnf.fr/ark:/12148/cb135084652#foaf:Person	http://dbpedia.org/resource/Fausto_Zonaro	http://www.idref.fr/050272675
Juan Mateo Zavala	Zabala, Juan Mateo (1777-1840)	http://data.bnf.fr/ark:/12148/cb106957811#foaf:Person	http://www.idref.fr/123756022
M. Zabala	Zabala, Juan Mateo (1777-1840)	http://data.bnf.fr/ark:/12148/cb106957811#foaf:Person	http://www.idref.fr/123756022
Zabala	Zabala, Juan Mateo (1777-1840)	http://data.bnf.fr/ark:/12148/cb106957811#foaf:Person	http://www.idref.fr/123756022
J. M. Zabala	Zabala, Juan Mateo (1777-1840)	http://data.bnf.fr/ark:/12148/cb106957811#foaf:Person	http://www.idref.fr/123756022
M Zabala	Zabala, Juan Mateo (1777-1840)	http://data.bnf.fr/ark:/12148/cb106957811#foaf:Person	http://www.idref.fr/123756022
M Juan Mateo Zabala	Zabala, Juan Mateo (1777-1840)	http://data.bnf.fr/ark:/12148/cb106957811#foaf:Person	http://www.idref.fr/123756022
M. Juan Mateo Zabala	Zabala, Juan Mateo (1777-1840)	http://data.bnf.fr/ark:/12148/cb106957811#foaf:Person	http://www.idref.fr/123756022
J M Zabala	Zabala, Juan Mateo (1777-1840)	http://data.bnf.fr/ark:/12148/cb106957811#foaf:Person	http://www.idref.fr/123756022
Juan Mateo Zabala	Zabala, Juan Mateo (1777-1840)	http://data.bnf.fr/ark:/12148/cb106957811#foaf:Person	http://www.idref.fr/123756022
Jinghui Zhang	Zhang, Jing hui (1873-1959)	http://data.bnf.fr/ark:/12148/cb161124228#foaf:Person
M Jing hui Zhang	Zhang, Jing hui (1873-1959)	http://data.bnf.fr/ark:/12148/cb161124228#foaf:Person
M. Zhang	Zhang, Jing hui (1873-1959)	http://data.bnf.fr/ark:/12148/cb161124228#foaf:Person
J. Zhang	Zhang, Jing hui (1873-1959)	http://data.bnf.fr/ark:/12148/cb161124228#foaf:Person
Jing hui Zhang	Zhang, Jing hui (1873-1959)	http://data.bnf.fr/ark:/12148/cb161124228#foaf:Person
M Zhang	Zhang, Jing hui (1873-1959)	http://data.bnf.fr/ark:/12148/cb161124228#foaf:Person
Zhang	Zhang, Jing hui (1873-1959)	http://data.bnf.fr/ark:/12148/cb161124228#foaf:Person
J Zhang	Zhang, Jing hui (1873-1959)	http://data.bnf.fr/ark:/12148/cb161124228#foaf:Person
M. Jing hui Zhang	Zhang, Jing hui (1873-1959)	http://data.bnf.fr/ark:/12148/cb161124228#foaf:Person
Ching-huei Chang	Zhang, Jing hui (1873-1959)	http://data.bnf.fr/ark:/12148/cb161124228#foaf:Person
景惠 張	Zhang, Jing hui (1873-1959)	http://data.bnf.fr/ark:/12148/cb161124228#foaf:Person
Ching-hui Chang	Zhang, Jing hui (1873-1959)	http://data.bnf.fr/ark:/12148/cb161124228#foaf:Person
Zhang Jinghui	Zhang, Jing hui (1873-1959)	http://data.bnf.fr/ark:/12148/cb161124228#foaf:Person
Caspar Zeuss	Zeuss, Johann Kaspar (1806-1856)	http://data.bnf.fr/ark:/12148/cb122439809#foaf:Person	http://dbpedia.org/resource/Johann_Kaspar_Zeuss	http://www.idref.fr/031561055
M. Zeuss	Zeuss, Johann Kaspar (1806-1856)	http://data.bnf.fr/ark:/12148/cb122439809#foaf:Person	http://dbpedia.org/resource/Johann_Kaspar_Zeuss	http://www.idref.fr/031561055
Johann Kaspar Zeuss	Zeuss, Johann Kaspar (1806-1856)	http://data.bnf.fr/ark:/12148/cb122439809#foaf:Person	http://dbpedia.org/resource/Johann_Kaspar_Zeuss	http://www.idref.fr/031561055
M. Johann Kaspar Zeuss	Zeuss, Johann Kaspar (1806-1856)	http://data.bnf.fr/ark:/12148/cb122439809#foaf:Person	http://dbpedia.org/resource/Johann_Kaspar_Zeuss	http://www.idref.fr/031561055
J. K. Zeuss	Zeuss, Johann Kaspar (1806-1856)	http://data.bnf.fr/ark:/12148/cb122439809#foaf:Person	http://dbpedia.org/resource/Johann_Kaspar_Zeuss	http://www.idref.fr/031561055
Zeuss	Zeuss, Johann Kaspar (1806-1856)	http://data.bnf.fr/ark:/12148/cb122439809#foaf:Person	http://dbpedia.org/resource/Johann_Kaspar_Zeuss	http://www.idref.fr/031561055
M Zeuss	Zeuss, Johann Kaspar (1806-1856)	http://data.bnf.fr/ark:/12148/cb122439809#foaf:Person	http://dbpedia.org/resource/Johann_Kaspar_Zeuss	http://www.idref.fr/031561055
M Johann Kaspar Zeuss	Zeuss, Johann Kaspar (1806-1856)	http://data.bnf.fr/ark:/12148/cb122439809#foaf:Person	http://dbpedia.org/resource/Johann_Kaspar_Zeuss	http://www.idref.fr/031561055
J K Zeuss	Zeuss, Johann Kaspar (1806-1856)	http://data.bnf.fr/ark:/12148/cb122439809#foaf:Person	http://dbpedia.org/resource/Johann_Kaspar_Zeuss	http://www.idref.fr/031561055
Kaspar Zeuss	Zeuss, Johann Kaspar (1806-1856)	http://data.bnf.fr/ark:/12148/cb122439809#foaf:Person	http://dbpedia.org/resource/Johann_Kaspar_Zeuss	http://www.idref.fr/031561055
Arthur Zimmermann	Zimmermann, Artur (1864-1940)	http://data.bnf.fr/ark:/12148/cb13177657h#foaf:Person
M Zimmermann	Zimmermann, Artur (1864-1940)	http://data.bnf.fr/ark:/12148/cb13177657h#foaf:Person
A Zimmermann	Zimmermann, Artur (1864-1940)	http://data.bnf.fr/ark:/12148/cb13177657h#foaf:Person
M. Zimmermann	Zimmermann, Artur (1864-1940)	http://data.bnf.fr/ark:/12148/cb13177657h#foaf:Person
A. Zimmermann	Zimmermann, Artur (1864-1940)	http://data.bnf.fr/ark:/12148/cb13177657h#foaf:Person
Zimmermann	Zimmermann, Artur (1864-1940)	http://data.bnf.fr/ark:/12148/cb13177657h#foaf:Person
M. Artur Zimmermann	Zimmermann, Artur (1864-1940)	http://data.bnf.fr/ark:/12148/cb13177657h#foaf:Person
Artur Zimmermann	Zimmermann, Artur (1864-1940)	http://data.bnf.fr/ark:/12148/cb13177657h#foaf:Person
M Artur Zimmermann	Zimmermann, Artur (1864-1940)	http://data.bnf.fr/ark:/12148/cb13177657h#foaf:Person
François Zanotto	Zanotto, Francesco (1794-1863)	http://data.bnf.fr/ark:/12148/cb146381713#foaf:Person
M Zanotto	Zanotto, Francesco (1794-1863)	http://data.bnf.fr/ark:/12148/cb146381713#foaf:Person
F. Zanotto	Zanotto, Francesco (1794-1863)	http://data.bnf.fr/ark:/12148/cb146381713#foaf:Person
M. Francesco Zanotto	Zanotto, Francesco (1794-1863)	http://data.bnf.fr/ark:/12148/cb146381713#foaf:Person
F Zanotto	Zanotto, Francesco (1794-1863)	http://data.bnf.fr/ark:/12148/cb146381713#foaf:Person
M. Zanotto	Zanotto, Francesco (1794-1863)	http://data.bnf.fr/ark:/12148/cb146381713#foaf:Person
M Francesco Zanotto	Zanotto, Francesco (1794-1863)	http://data.bnf.fr/ark:/12148/cb146381713#foaf:Person
Francesco Zanotto	Zanotto, Francesco (1794-1863)	http://data.bnf.fr/ark:/12148/cb146381713#foaf:Person
Zanotto	Zanotto, Francesco (1794-1863)	http://data.bnf.fr/ark:/12148/cb146381713#foaf:Person
Narcissus Zaenckel	Zaenckel, Narcissus (1555-1607)	http://data.bnf.fr/ark:/12148/cb14845040c#foaf:Person
Zaenckel	Zaenckel, Narcissus (1555-1607)	http://data.bnf.fr/ark:/12148/cb14845040c#foaf:Person
M Zaenckel	Zaenckel, Narcissus (1555-1607)	http://data.bnf.fr/ark:/12148/cb14845040c#foaf:Person
N. Zaenckel	Zaenckel, Narcissus (1555-1607)	http://data.bnf.fr/ark:/12148/cb14845040c#foaf:Person
M Narcissus Zaenckel	Zaenckel, Narcissus (1555-1607)	http://data.bnf.fr/ark:/12148/cb14845040c#foaf:Person
M. Zaenckel	Zaenckel, Narcissus (1555-1607)	http://data.bnf.fr/ark:/12148/cb14845040c#foaf:Person
M. Narcissus Zaenckel	Zaenckel, Narcissus (1555-1607)	http://data.bnf.fr/ark:/12148/cb14845040c#foaf:Person
N Zaenckel	Zaenckel, Narcissus (1555-1607)	http://data.bnf.fr/ark:/12148/cb14845040c#foaf:Person
Samuel Zmuri	Zemurray, Samuel (1877-1961)	http://data.bnf.fr/ark:/12148/cb124394183#foaf:Person
M Zemurray	Zemurray, Samuel (1877-1961)	http://data.bnf.fr/ark:/12148/cb124394183#foaf:Person
M. Zemurray	Zemurray, Samuel (1877-1961)	http://data.bnf.fr/ark:/12148/cb124394183#foaf:Person
S Zemurray	Zemurray, Samuel (1877-1961)	http://data.bnf.fr/ark:/12148/cb124394183#foaf:Person
S. Zemurray	Zemurray, Samuel (1877-1961)	http://data.bnf.fr/ark:/12148/cb124394183#foaf:Person
M. Samuel Zemurray	Zemurray, Samuel (1877-1961)	http://data.bnf.fr/ark:/12148/cb124394183#foaf:Person
Samuel Zemurray	Zemurray, Samuel (1877-1961)	http://data.bnf.fr/ark:/12148/cb124394183#foaf:Person
Zemurray	Zemurray, Samuel (1877-1961)	http://data.bnf.fr/ark:/12148/cb124394183#foaf:Person
M Samuel Zemurray	Zemurray, Samuel (1877-1961)	http://data.bnf.fr/ark:/12148/cb124394183#foaf:Person
Zollinger	Zollinger, Albin (1895-1941)	http://data.bnf.fr/ark:/12148/cb120304396#foaf:Person	http://www.idref.fr/028476395	http://www.idref.fr/028476417
A Zollinger	Zollinger, Albin (1895-1941)	http://data.bnf.fr/ark:/12148/cb120304396#foaf:Person	http://www.idref.fr/028476395	http://www.idref.fr/028476417
M. Zollinger	Zollinger, Albin (1895-1941)	http://data.bnf.fr/ark:/12148/cb120304396#foaf:Person	http://www.idref.fr/028476395	http://www.idref.fr/028476417
M Zollinger	Zollinger, Albin (1895-1941)	http://data.bnf.fr/ark:/12148/cb120304396#foaf:Person	http://www.idref.fr/028476395	http://www.idref.fr/028476417
M Albin Zollinger	Zollinger, Albin (1895-1941)	http://data.bnf.fr/ark:/12148/cb120304396#foaf:Person	http://www.idref.fr/028476395	http://www.idref.fr/028476417
M. Albin Zollinger	Zollinger, Albin (1895-1941)	http://data.bnf.fr/ark:/12148/cb120304396#foaf:Person	http://www.idref.fr/028476395	http://www.idref.fr/028476417
A. Zollinger	Zollinger, Albin (1895-1941)	http://data.bnf.fr/ark:/12148/cb120304396#foaf:Person	http://www.idref.fr/028476395	http://www.idref.fr/028476417
Albin Zollinger	Zollinger, Albin (1895-1941)	http://data.bnf.fr/ark:/12148/cb120304396#foaf:Person	http://www.idref.fr/028476395	http://www.idref.fr/028476417
M. Zyromski	Zyromski, Ernest (1862-1933)	http://data.bnf.fr/ark:/12148/cb129768619#foaf:Person	http://www.idref.fr/03279309X
